RD,ID,Date,IUCR,IUCR Primary Description,Weapon Used,Status,Address,City,Beat,District
HW539549,9396159,11/19/13,041A,BATTERY,FIREARM,1-SUSPENDED,70XX S HALSTED ST,CHICAGO,0733,07
HW539886,9396582,11/19/13,041A,BATTERY,FIREARM,1-SUSPENDED,94XX S WENTWORTH AVE,CHICAGO,0634,06
HW540207,9396728,11/19/13,041A,BATTERY,FIREARM,1-SUSPENDED,73XX S RACINE AVE,CHICAGO,0734,07
HW540263,9396761,11/19/13,041A,BATTERY,FIREARM,1-SUSPENDED,38XX W DIVERSEY AVE,CHICAGO,2524,25
HW540320,9396767,11/19/13,033A,ROBBERY,FIREARM,1-SUSPENDED,52XX W WASHINGTON BLVD,CHICAGO,1522,15
HW542087,9399452,11/21/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,50XX S LAFLIN ST,CHICAGO,0933,09
HW542233,9399514,11/21/13,041A,BATTERY,FIREARM,1-SUSPENDED,52XX S MARSHFIELD AVE,CHICAGO,0932,09
HW542710,9399838,11/21/13,041A,BATTERY,FIREARM,1-SUSPENDED,4XX N LAVERGNE AVE,CHICAGO,1532,15
HW542545,9399972,11/21/13,041A,BATTERY,FIREARM,1-SUSPENDED,43XX W VAN BUREN ST,CHICAGO,1131,11
HW544269,9401561,11/22/13,031A,ROBBERY,FIREARM,1-SUSPENDED,46XX W ADAMS ST,CHICAGO,1113,11
HW544464,9401646,11/22/13,041A,BATTERY,FIREARM,1-SUSPENDED,11XX N CENTRAL AVE,CHICAGO,1511,15
HW544686,9401819,11/23/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,24XX E 100TH ST,CHICAGO,0431,04
HW544754,9401897,11/23/13,041A,BATTERY,FIREARM,1-SUSPENDED,12XX W 72ND PL,CHICAGO,0734,07
HW544834,9414391,11/23/13,041A,BATTERY,FIREARM,1-SUSPENDED,10XX W ROOSEVELT RD,CHICAGO,1232,12
HW544862,9401947,11/23/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,47XX S MICHIGAN AVE,CHICAGO,0224,02
HW545585,9402537,11/23/13,031A,ROBBERY,FIREARM,1-SUSPENDED,10XX W 93RD ST,CHICAGO,2222,22
HW545639,9402660,11/23/13,041A,BATTERY,FIREARM,1-SUSPENDED,2XX E 43RD ST,CHICAGO,0213,02
HW545681,9402555,11/23/13,041A,BATTERY,FIREARM,1-SUSPENDED,79XX S KENWOOD AVE,CHICAGO,0411,04
HW545813,9402664,11/23/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,51XX S CALUMET AVE,CHICAGO,0231,02
HW545826,9402692,11/23/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,27XX E 80TH ST,CHICAGO,0422,04
HW545887,9402687,11/24/13,041A,BATTERY,FIREARM,1-SUSPENDED,96XX S PEORIA ST,CHICAGO,2223,22
HW545923,9402736,11/24/13,031A,ROBBERY,FIREARM,1-SUSPENDED,78XX S SOUTH SHORE DR,CHICAGO,0421,04
HW546839,9403451,11/25/13,110,HOMICIDE,FIREARM,4-CLEARED OPEN,29XX W JACKSON BLVD,CHICAGO,1124,11
HW546859,9403445,11/25/13,041A,BATTERY,FIREARM,1-SUSPENDED,87XX S EXCHANGE AVE,CHICAGO,0423,04
HW548206,9404620,11/25/13,041A,BATTERY,FIREARM,1-SUSPENDED,72XX S LOWE AVE,CHICAGO,0732,07
HW548231,9404635,11/25/13,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,7XX W 60TH PL,CHICAGO,0711,07
HW549106,9406054,11/26/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,15XX S CHRISTIANA AVE,CHICAGO,1021,10
HW549354,9406010,11/26/13,041A,BATTERY,FIREARM,1-SUSPENDED,83XX S CARPENTER ST,CHICAGO,0613,06
HW549623,9406188,11/27/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,75XX N GREENVIEW AVE,CHICAGO,2422,24
HW550213,9407391,11/27/13,041A,BATTERY,FIREARM,6-EX CLEARED OPEN,62XX S DR MARTIN LUTHER KING JR DR,CHICAGO,0311,03
HW550722,9407527,11/27/13,041A,BATTERY,FIREARM,1-SUSPENDED,69XX S ASHLAND AVE,CHICAGO,0735,07
HW550814,9407538,11/28/13,041A,BATTERY,FIREARM,4-CLEARED OPEN,64XX S LOWE AVE,CHICAGO,0723,07
HW551323,9407987,11/28/13,041A,BATTERY,FIREARM,1-SUSPENDED,71XX S WENTWORTH AVE,CHICAGO,0731,07
HW551589,9408169,11/28/13,041A,BATTERY,FIREARM,1-SUSPENDED,48XX S BISHOP ST,CHICAGO,0933,09
HW551586,9408232,11/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,14XX E 76TH ST,CHICAGO,0411,04
HW552272,9409151,11/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,XX N LECLAIRE AVE,CHICAGO,1533,15
HW552753,9409496,11/30/13,041A,BATTERY,FIREARM,1-SUSPENDED,47XX S DR MARTIN LUTHER KING JR DR,CHICAGO,0224,02
HW553139,9409926,11/30/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,31XX W ARTHINGTON ST,CHICAGO,1134,11
HW553425,9410129,11/30/13,041A,BATTERY,FIREARM,1-SUSPENDED,39XX W GRENSHAW ST,CHICAGO,1132,11
HW553650,9410231,11/30/13,041A,BATTERY,FIREARM,1-SUSPENDED,24XX W 68TH ST,CHICAGO,0832,08
HW554176,9410624,12/01/13,041A,BATTERY,FIREARM,1-SUSPENDED,17XX N CAMPBELL AVE,CHICAGO,1434,14
HW554326,9410867,12/01/13,041A,BATTERY,FIREARM,4-CLEARED OPEN,110XX S PARNELL AVE,CHICAGO,2233,22
HW554687,9411081,12/01/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,111XX S VERNON AVE,CHICAGO,0531,05
HW554996,9411299,12/02/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,26XX E 79TH ST,CHICAGO,0422,04
HW555373,9412163,12/02/13,110,HOMICIDE,FIREARM,5-EX CLEARED CLOSED,61XX N BROADWAY,CHICAGO,2433,24
HW555637,9412103,12/02/13,041A,BATTERY,FIREARM,1-SUSPENDED,62XX S COTTAGE GROVE AVE,CHICAGO,0313,03
HW555810,9412336,12/02/13,041A,BATTERY,FIREARM,1-SUSPENDED,XX W 122ND ST,CHICAGO,0523,05
HW555977,9412289,12/02/13,041A,BATTERY,FIREARM,1-SUSPENDED,9XX N ST LOUIS AVE,CHICAGO,1121,11
HW555914,9412442,12/02/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,113XX S EDBROOKE AVE,CHICAGO,0531,05
HW556242,9412619,12/02/13,041A,BATTERY,FIREARM,1-SUSPENDED,92XX S ST LAWRENCE AVE,CHICAGO,0633,06
HW557249,9413718,12/03/13,041A,BATTERY,FIREARM,1-SUSPENDED,17XX W 90TH PL,CHICAGO,2221,22
HW557283,9413945,12/03/13,041A,BATTERY,FIREARM,1-SUSPENDED,7XX E 82ND ST,CHICAGO,0631,06
HW557414,9413922,12/03/13,041A,BATTERY,FIREARM,1-SUSPENDED,75XX S JEFFERY BLVD,CHICAGO,0414,04
HW557700,9415049,12/03/13,041A,BATTERY,FIREARM,1-SUSPENDED,51XX W ADAMS ST,CHICAGO,1533,15
HW557662,9414110,12/03/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,116XX S BISHOP ST,CHICAGO,0524,05
HW557843,9414130,12/04/13,041A,BATTERY,FIREARM,0-OPEN ASSIGNED,7XX E 133RD ST,CHICAGO,0533,05
HW559545,9416181,12/05/13,041A,BATTERY,FIREARM,1-SUSPENDED,50XX W MADISON ST,CHICAGO,1533,15
HW560751,9417364,12/05/13,031A,ROBBERY,FIREARM,1-SUSPENDED,11XX S KOLMAR AVE,CHICAGO,1131,11
HW559884,9416583,12/05/13,041A,BATTERY,FIREARM,1-SUSPENDED,25XX E 79TH ST,CHICAGO,0421,04
HW560055,9416813,12/05/13,041A,BATTERY,FIREARM,1-SUSPENDED,26XX E 83RD ST,CHICAGO,0423,04
HW560051,9416678,12/05/13,041A,BATTERY,FIREARM,1-SUSPENDED,27XX W MONROE ST,CHICAGO,1125,11
HW561019,9417927,12/06/13,041A,BATTERY,FIREARM,1-SUSPENDED,32XX W WASHINGTON BLVD,CHICAGO,1123,11
HW561798,9418442,12/07/13,041A,BATTERY,FIREARM,1-SUSPENDED,57XX W CHICAGO AVE,CHICAGO,1511,15
HW562036,9418716,12/07/13,031A,ROBBERY,FIREARM,1-SUSPENDED,51XX S RACINE AVE,CHICAGO,0934,09
HW562069,9418624,12/07/13,041A,BATTERY,FIREARM,1-SUSPENDED,18XX W 57TH ST,CHICAGO,0715,07
HW562594,9419000,12/07/13,031A,ROBBERY,FIREARM,1-SUSPENDED,122XX S ABERDEEN ST,CHICAGO,0524,05
HW562508,9418947,12/07/13,041A,BATTERY,FIREARM,0-OPEN ASSIGNED,44XX S PRINCETON AVE,CHICAGO,0925,09
HW562767,9419092,12/07/13,041A,BATTERY,FIREARM,1-SUSPENDED,38XX W DIVERSEY AVE,CHICAGO,2523,25
HW562846,9419226,12/08/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,57XX W BLOOMINGDALE AVE,CHICAGO,2531,25
HW562848,9419182,12/08/13,041A,BATTERY,FIREARM,1-SUSPENDED,11XX W 63RD ST,CHICAGO,0712,07
HW562919,9419209,12/08/13,041A,BATTERY,FIREARM,1-SUSPENDED,1XX N LOREL AVE,CHICAGO,1523,15
HW563059,9419358,12/08/13,041A,BATTERY,FIREARM,1-SUSPENDED,13XX W 18TH PL,CHICAGO,1233,12
HW563146,9419446,12/08/13,041A,BATTERY,FIREARM,1-SUSPENDED,80XX S MANISTEE AVE,CHICAGO,0422,04
HW563407,9419598,12/08/13,041A,BATTERY,FIREARM,1-SUSPENDED,120XX S HARVARD AVE,CHICAGO,0523,05
HW563459,9419655,12/08/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,3XX W 60TH PL,CHICAGO,0711,07
HW563815,9419762,12/08/13,041A,BATTERY,FIREARM,1-SUSPENDED,85XX S MARQUETTE AVE,CHICAGO,0423,04
HW564001,9419876,12/09/13,041A,BATTERY,FIREARM,1-SUSPENDED,12XX W TAYLOR ST,CHICAGO,1231,12
HW564885,9420965,12/09/13,031A,ROBBERY,FIREARM,3-CLEARED CLOSED,84XX S MUSKEGON AVE,CHICAGO,0423,04
HW565544,9422091,12/10/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,70XX S PAXTON AVE,CHICAGO,0331,03
HW565869,9422206,12/10/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,112XX S ADA ST,CHICAGO,2234,22
HW566266,9422501,12/10/13,041A,BATTERY,FIREARM,1-SUSPENDED,47XX S INDIANA AVE,CHICAGO,0224,02
HW567499,9424011,12/11/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,54XX S BISHOP ST,CHICAGO,0934,09
HW567559,9424054,12/12/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,19XX N SPAULDING AVE,CHICAGO,1422,14
HW568137,9424950,12/12/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,XX E 102ND PL,CHICAGO,0511,05
HW568802,9425258,12/13/13,041A,BATTERY,FIREARM,1-SUSPENDED,29XX W COLUMBUS AVE,CHICAGO,0835,08
HW569679,9426420,12/13/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,34XX W 79TH ST,CHICAGO,0834,08
HW569888,9426451,12/13/13,041A,BATTERY,FIREARM,1-SUSPENDED,15XX W 115TH ST,CHICAGO,0524,05
HW570149,9426586,12/13/13,041A,BATTERY,FIREARM,1-SUSPENDED,18XX N MOZART ST,CHICAGO,1421,14
HW570154,9426590,12/13/13,041A,BATTERY,FIREARM,1-SUSPENDED,68XX S LAFLIN ST,CHICAGO,0725,07
HW570216,9426721,12/14/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,7XX E 67TH ST,CHICAGO,0321,03
HW570213,9426610,12/14/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,3XX N CENTRAL AVE,CHICAGO,1512,15
HW570249,9426657,12/14/13,031A,ROBBERY,FIREARM,1-SUSPENDED,81XX S INGLESIDE AVE,CHICAGO,0631,06
HW570255,9426698,12/14/13,041A,BATTERY,FIREARM,1-SUSPENDED,11XX W 68TH ST,CHICAGO,0724,07
HW570295,9426668,12/14/13,041A,BATTERY,FIREARM,1-SUSPENDED,18XX N ST LOUIS AVE,CHICAGO,1422,14
HW570780,9427041,12/14/13,041A,BATTERY,FIREARM,0-OPEN ASSIGNED,7XX S HOMAN AVE,CHICAGO,1133,11
HW570948,9427187,12/14/13,031A,ROBBERY,FIREARM,1-SUSPENDED,10XX E 46TH ST,CHICAGO,0222,02
HW571248,9427337,12/15/13,041A,BATTERY,FIREARM,1-SUSPENDED,36XX S RHODES AVE,CHICAGO,0212,02
HW571318,9427408,12/15/13,041A,BATTERY,FIREARM,1-SUSPENDED,5XX W 104TH ST,CHICAGO,2232,22
HW571408,9427538,12/15/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,43XX W CULLERTON ST,CHICAGO,1012,10
HW571340,9427423,12/15/13,041A,BATTERY,FIREARM,1-SUSPENDED,15XX W 79TH ST,CHICAGO,0612,06
HW571357,9427429,12/15/13,041A,BATTERY,FIREARM,1-SUSPENDED,5XX N PINE AVE,CHICAGO,1523,15
HW571378,9427457,12/15/13,041A,BATTERY,FIREARM,1-SUSPENDED,12XX W 47TH ST,CHICAGO,0933,09
HW571396,9427480,12/15/13,041A,BATTERY,FIREARM,1-SUSPENDED,24XX W 56TH ST,CHICAGO,0824,08
HW571991,9427868,12/15/13,041A,BATTERY,FIREARM,1-SUSPENDED,3XX N HAMLIN AVE,CHICAGO,1122,11
HW572781,9429190,12/16/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,82XX S CHAMPLAIN AVE,CHICAGO,0631,06
HW573578,9429516,12/17/13,041A,BATTERY,FIREARM,1-SUSPENDED,34XX W HURON ST,CHICAGO,1121,11
HW574749,9430937,12/17/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,26XX S TRUMBULL AVE,CHICAGO,1032,10
HW574861,9430992,12/18/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,11XX W ARGYLE ST,CHICAGO,2033,20
HW575540,9432405,12/18/13,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,10XX N SPRINGFIELD AVE,CHICAGO,1112,11
HW575525,9432041,12/18/13,041A,BATTERY,FIREARM,1-SUSPENDED,3XX E PERSHING RD,CHICAGO,0212,02
HW576040,9432297,12/18/13,041A,BATTERY,FIREARM,1-SUSPENDED,25XX W JACKSON BLVD,CHICAGO,1125,11
HW576262,9432476,12/19/13,110,HOMICIDE,FIREARM,5-EX CLEARED CLOSED,53XX S TALMAN AVE,CHICAGO,0923,09
HW576284,9432542,12/19/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,70XX S EAST END AVE,CHICAGO,0332,03
HW576296,9432506,12/19/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,67XX S EAST END AVE,CHICAGO,0332,03
HW576804,9433292,12/19/13,041A,BATTERY,FIREARM,1-SUSPENDED,73XX S SOUTH SHORE DR,CHICAGO,0334,03
HW576849,9433460,12/19/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,77XX S STEWART AVE,CHICAGO,0623,06
HW577048,9433424,12/19/13,041A,BATTERY,FIREARM,1-SUSPENDED,25XX W 62ND ST,CHICAGO,0825,08
HW577067,9433490,12/19/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,56XX W CHICAGO AVE,CHICAGO,1511,15
HW577252,9433672,12/19/13,041A,BATTERY,FIREARM,1-SUSPENDED,61XX S EBERHART AVE,CHICAGO,0313,03
HW577336,9433629,12/19/13,041A,BATTERY,FIREARM,1-SUSPENDED,24XX W JACKSON BLVD,CHICAGO,1125,11
HW577566,9433721,12/20/13,031A,ROBBERY,FIREARM,1-SUSPENDED,48XX S KOMENSKY AVE,CHICAGO,0815,08
HW578311,9434678,12/20/13,041A,BATTERY,FIREARM,1-SUSPENDED,4XX E 63RD ST,CHICAGO,0313,03
HW578358,9434713,12/20/13,041A,BATTERY,FIREARM,1-SUSPENDED,18XX W 52ND ST,CHICAGO,0932,09
HW578456,9435065,12/20/13,041A,BATTERY,FIREARM,1-SUSPENDED,3XX E 58TH ST,CHICAGO,0232,02
HW578543,9434884,12/20/13,041A,BATTERY,FIREARM,1-SUSPENDED,82XX S DREXEL AVE,CHICAGO,0631,06
HW578691,9434986,12/20/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,28XX N TALMAN AVE,CHICAGO,1411,14
HW578855,9435000,12/21/13,041A,BATTERY,FIREARM,1-SUSPENDED,33XX W 30TH ST,CHICAGO,1032,10
HW578956,9435119,12/21/13,041A,BATTERY,FIREARM,1-SUSPENDED,19XX W GRAND AVE,CHICAGO,1221,12
HW578997,9435174,12/21/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,48XX W DEMING PL,CHICAGO,2521,25
HW579009,9435177,12/21/13,041A,BATTERY,FIREARM,1-SUSPENDED,58XX N KENMORE AVE,CHICAGO,2022,20
HW579471,9435632,12/21/13,041A,BATTERY,FIREARM,1-SUSPENDED,56XX S MICHIGAN AVE,CHICAGO,0225,02
HW579528,9435655,12/21/13,041A,BATTERY,FIREARM,1-SUSPENDED,46XX W ERIE ST,CHICAGO,1111,11
HW579790,9435858,12/21/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,79XX S LAFAYETTE AVE,CHICAGO,0623,06
HW580112,9435978,12/22/13,041A,BATTERY,FIREARM,1-SUSPENDED,47XX S ST LAWRENCE AVE,CHICAGO,0223,02
HW580247,9436118,12/22/13,041A,BATTERY,FIREARM,1-SUSPENDED,20XX N KILBOURN AVE,CHICAGO,2522,25
HW580263,9436122,12/22/13,041A,BATTERY,FIREARM,1-SUSPENDED,29XX W 80TH ST,CHICAGO,0835,08
HW580371,9436294,12/22/13,041A,BATTERY,FIREARM,1-SUSPENDED,19XX W OGDEN AVE,CHICAGO,1231,12
HW580619,9436513,12/22/13,041A,BATTERY,FIREARM,4-CLEARED OPEN,6XX E BOWEN AVE,CHICAGO,0214,02
HW581162,9436930,12/22/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,34XX W 72ND PL,CHICAGO,0831,08
HW581155,9436875,12/23/13,031A,ROBBERY,FIREARM,1-SUSPENDED,122XX S ABERDEEN ST,CHICAGO,0524,05
HW581202,9436910,12/23/13,041A,BATTERY,FIREARM,1-SUSPENDED,73XX S UNIVERSITY AVE,CHICAGO,0324,03
HW581328,9437635,12/23/13,033A,ROBBERY,FIREARM,1-SUSPENDED,38XX W JACKSON BLVD,CHICAGO,1133,11
HW581591,9437495,12/23/13,041A,BATTERY,FIREARM,5-EX CLEARED CLOSED,62XX S WESTERN AVE,CHICAGO,0825,08
HW581677,9437687,12/23/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,4XX W 117TH ST,CHICAGO,0522,05
HW581813,9437818,12/23/13,041A,BATTERY,FIREARM,1-SUSPENDED,13XX N ST LOUIS AVE,CHICAGO,1422,14
HW582049,9437994,12/23/13,041A,BATTERY,FIREARM,1-SUSPENDED,24XX N AVERS AVE,CHICAGO,2524,25
HW582207,9438143,12/23/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,23XX N RIDGEWAY AVE,CHICAGO,2525,25
HW582582,9438672,12/24/13,031A,ROBBERY,FIREARM,3-CLEARED CLOSED,27XX N MANGO AVE,CHICAGO,2514,25
HW582860,9438789,12/24/13,033A,ROBBERY,FIREARM,5-EX CLEARED CLOSED,50XX W LAKE ST,CHICAGO,1532,15
HW582962,9438842,12/24/13,041A,BATTERY,FIREARM,1-SUSPENDED,16XX W 119TH ST,CHICAGO,2234,22
HW583195,9438976,12/24/13,041A,BATTERY,FIREARM,1-SUSPENDED,75XX S DR MARTIN LUTHER KING JR DR,CHICAGO,0623,06
HW583267,9439068,12/24/13,041A,BATTERY,FIREARM,1-SUSPENDED,84XX S PAULINA ST,CHICAGO,0614,06
HW583304,9439075,12/24/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,13XX S THROOP ST,CHICAGO,1233,12
HW583350,9439090,12/25/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,12XX W 73RD PL,CHICAGO,0734,07
HW583794,9439462,12/25/13,041A,BATTERY,FIREARM,1-SUSPENDED,80XX S MAPLEWOOD AVE,CHICAGO,0835,08
HW584540,9440746,12/26/13,041A,BATTERY,FIREARM,6-EX CLEARED OPEN,77XX S GREEN ST,CHICAGO,0621,06
HW584707,9440629,12/26/13,041A,BATTERY,FIREARM,1-SUSPENDED,31XX S RIDGEWAY AVE,CHICAGO,1031,10
HW584802,9440710,12/26/13,041A,BATTERY,FIREARM,1-SUSPENDED,42XX W 16TH ST,CHICAGO,1012,10
HW584825,9440753,12/26/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,16XX S CENTRAL PARK AVE,CHICAGO,1014,10
HW584861,9440810,12/26/13,110,HOMICIDE,FIREARM,6-EX CLEARED OPEN,7XX S KILBOURN AVE,CHICAGO,1131,11
HW585013,9440869,12/26/13,041A,BATTERY,FIREARM,1-SUSPENDED,38XX S CALIFORNIA AVE,CHICAGO,0911,09
HW585094,9440927,12/27/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,59XX W MIDWAY PARK,CHICAGO,1512,15
HW585895,9442182,12/27/13,041A,BATTERY,FIREARM,3-CLEARED CLOSED,26XX E 76TH ST,CHICAGO,0421,04
HW585932,9442109,12/27/13,041A,BATTERY,FIREARM,0-OPEN ASSIGNED,10XX W WILSON AVE,CHICAGO,1914,19
HW585942,9441993,12/27/13,031A,ROBBERY,FIREARM,5-EX CLEARED CLOSED,15XX N ASTOR ST,CHICAGO,1824,18
HW586253,9442261,12/28/13,041A,BATTERY,FIREARM,1-SUSPENDED,28XX W 31ST ST,CHICAGO,1033,10
HW586304,9442231,12/28/13,041A,BATTERY,FIREARM,1-SUSPENDED,1XX S COLUMBUS DR,CHICAGO,0114,01
HW586321,9442258,12/28/13,041A,BATTERY,FIREARM,1-SUSPENDED,43XX S WESTERN AVE,CHICAGO,0922,09
HW586328,9442253,12/28/13,041A,BATTERY,FIREARM,1-SUSPENDED,64XX S HOMAN AVE,CHICAGO,0823,08
HW586359,9442292,12/28/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,45XX S INDIANA AVE,CHICAGO,0215,02
HW586365,9442280,12/28/13,041A,BATTERY,FIREARM,1-SUSPENDED,57XX S LAFLIN ST,CHICAGO,0713,07
HW587116,9442881,12/28/13,041A,BATTERY,FIREARM,1-SUSPENDED,104XX S WALLACE ST,CHICAGO,2233,22
HW587569,9443212,12/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,24XX N PULASKI RD,CHICAGO,2524,25
HW587437,9443085,12/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,11XX S WESTERN AVE,CHICAGO,1135,11
HW587458,9443167,12/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,113XX S HARVARD AVE,CHICAGO,0522,05
HW587959,9443581,12/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,88XX S LAFLIN ST,CHICAGO,2221,22
HW588035,9443639,12/29/13,031A,ROBBERY,FIREARM,1-SUSPENDED,XX E 101ST PL,CHICAGO,0511,05
HW588094,9443626,12/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,60XX S CARPENTER ST,CHICAGO,0712,07
HW588141,9443724,12/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,15XX N LECLAIRE AVE,CHICAGO,2533,25
HW588285,9443795,12/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,24XX W 47TH ST,CHICAGO,0922,09
HW588339,9443891,12/29/13,041A,BATTERY,FIREARM,1-SUSPENDED,24XX S HARDING AVE,CHICAGO,1013,10
HW588447,9443951,12/30/13,041A,BATTERY,FIREARM,1-SUSPENDED,113XX S CARPENTER ST,CHICAGO,2234,22
HW588494,9443970,12/30/13,033A,ROBBERY,FIREARM,1-SUSPENDED,69XX N SHERIDAN RD,CHICAGO,2431,24
HW588498,9444002,12/30/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,13XX W CERMAK RD,CHICAGO,1235,12
HW588515,9443989,12/30/13,041A,BATTERY,FIREARM,1-SUSPENDED,54XX S COTTAGE GROVE AVE,CHICAGO,0233,02
HW588797,9444646,12/30/13,041A,BATTERY,FIREARM,1-SUSPENDED,37XX W 81ST PL,CHICAGO,0834,08
HW588845,9444984,12/30/13,041A,BATTERY,FIREARM,1-SUSPENDED,37XX E 100TH ST,CHICAGO,0432,04
HW589287,9445249,12/30/13,033A,ROBBERY,FIREARM,1-SUSPENDED,38XX W 79TH ST,CHICAGO,0833,08
HW589657,9445475,12/31/13,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,37XX S WELLS ST,CHICAGO,0915,09
HW590364,9446561,12/31/13,041A,BATTERY,FIREARM,1-SUSPENDED,90XX S BUFFALO AVE,CHICAGO,0424,04
HW590429,9446648,12/31/13,041A,BATTERY,FIREARM,1-SUSPENDED,9XX N KEELER AVE,CHICAGO,1111,11
HW590546,9446751,12/31/13,110,HOMICIDE,FIREARM,0-OPEN ASSIGNED,71XX S VINCENNES AVE,CHICAGO,0731,07
HX100322,9447001,01/01/14,041A,BATTERY,FIREARM,1-SUSPENDED,25XX E 76TH ST,CHICAGO,0421,04
HX100935,9447498,01/01/14,041A,BATTERY,FIREARM,3-CLEARED CLOSED,17XX N LONG AVE,CHICAGO,2532,25
HX102015,9448702,01/03/14,041A,BATTERY,FIREARM,1-SUSPENDED,71XX S CHAMPLAIN AVE,CHICAGO,0323,03
HX102216,9449251,01/03/14,041A,BATTERY,FIREARM,1-SUSPENDED,3XX S CALIFORNIA AVE,CHICAGO,1124,11
HX102390,9449637,01/03/14,110,HOMICIDE,FIREARM,5-EX CLEARED CLOSED,3XX W 114TH ST,CHICAGO,0522,05
HX102820,9450004,01/03/14,033A,ROBBERY,FIREARM,3-CLEARED CLOSED,108XX S HOXIE AVE,CHICAGO,0434,04
HX103073,9450095,01/04/14,041A,BATTERY,FIREARM,1-SUSPENDED,2XX E 35TH ST,CHICAGO,0211,02
HX103248,9450318,01/04/14,041A,BATTERY,FIREARM,1-SUSPENDED,80XX S ARTESIAN AVE,CHICAGO,0835,08
HX103380,9450410,01/04/14,041A,BATTERY,FIREARM,1-SUSPENDED,39XX W OHIO ST,CHICAGO,1122,11
HX103457,9450448,01/04/14,033A,ROBBERY,FIREARM,1-SUSPENDED,46XX S EVANS AVE,CHICAGO,0221,02
HX103596,9450500,01/04/14,041A,BATTERY,FIREARM,1-SUSPENDED,54XX W MADISON ST,CHICAGO,1522,15
HX103962,9450792,01/04/14,041A,BATTERY,FIREARM,1-SUSPENDED,31XX W 52ND ST,CHICAGO,0923,09
HX104147,9451017,01/05/14,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,5XX E 38TH PL,CHICAGO,0212,02
HX105778,9452682,01/07/14,041A,BATTERY,FIREARM,1-SUSPENDED,24XX W 58TH ST,CHICAGO,0824,08
HX106915,9454291,01/08/14,031A,ROBBERY,FIREARM,1-SUSPENDED,76XX S KINGSTON AVE,CHICAGO,0421,04
HX107078,9454336,01/08/14,110,HOMICIDE,FIREARM,3-CLEARED CLOSED,64XX S CAMPBELL AVE,CHICAGO,0825,08
HX107137,9454510,01/08/14,041A,BATTERY,FIREARM,1-SUSPENDED,6XX E 67TH ST,CHICAGO,0321,03
