GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Not Hispanic or Latino:,Margin of Error; Not Hispanic or Latino:,Estimate; Not Hispanic or Latino: - White alone,Margin of Error; Not Hispanic or Latino: - White alone,Estimate; Not Hispanic or Latino: - Black or African American alone,Margin of Error; Not Hispanic or Latino: - Black or African American alone,Estimate; Not Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Not Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Not Hispanic or Latino: - Asian alone,Margin of Error; Not Hispanic or Latino: - Asian alone,Estimate; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Not Hispanic or Latino: - Some other race alone,Margin of Error; Not Hispanic or Latino: - Some other race alone,Estimate; Not Hispanic or Latino: - Two or more races:,Margin of Error; Not Hispanic or Latino: - Two or more races:,Estimate; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Not Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races",Estimate; Hispanic or Latino:,Margin of Error; Hispanic or Latino:,Estimate; Hispanic or Latino: - White alone,Margin of Error; Hispanic or Latino: - White alone,Estimate; Hispanic or Latino: - Black or African American alone,Margin of Error; Hispanic or Latino: - Black or African American alone,Estimate; Hispanic or Latino: - American Indian and Alaska Native alone,Margin of Error; Hispanic or Latino: - American Indian and Alaska Native alone,Estimate; Hispanic or Latino: - Asian alone,Margin of Error; Hispanic or Latino: - Asian alone,Estimate; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Estimate; Hispanic or Latino: - Some other race alone,Margin of Error; Hispanic or Latino: - Some other race alone,Estimate; Hispanic or Latino: - Two or more races:,Margin of Error; Hispanic or Latino: - Two or more races:,Estimate; Hispanic or Latino: - Two or more races: - Two races including Some other race,Margin of Error; Hispanic or Latino: - Two or more races: - Two races including Some other race,"Estimate; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Hispanic or Latino: - Two or more races: - Two races excluding Some other race, and three or more races"
1400000US17031010100,17031010100,"Census Tract 101, Cook County, Illinois",4444,444,4034,497,1726,304,2059,541,0,11,33,33,0,11,41,46,175,145,74,125,101,75,410,176,283,135,0,11,0,11,0,11,0,11,127,126,0,11,0,11,0,11
1400000US17031010201,17031010201,"Census Tract 102.01, Cook County, Illinois",7197,787,5570,699,2217,489,2775,831,64,62,121,91,0,15,36,46,357,293,0,15,357,293,1627,588,1417,591,41,67,0,15,0,15,0,15,112,117,57,69,23,38,34,55
1400000US17031010202,17031010202,"Census Tract 102.02, Cook County, Illinois",2487,301,1770,282,818,183,726,180,0,11,185,142,0,11,8,14,33,39,0,11,33,39,717,221,413,253,17,20,0,11,10,14,0,11,277,190,0,11,0,11,0,11
1400000US17031010300,17031010300,"Census Tract 103, Cook County, Illinois",6413,540,5209,588,2930,376,1774,421,6,12,359,323,6,13,43,69,91,94,0,15,91,94,1204,442,929,411,64,77,0,15,0,15,0,15,179,186,32,36,32,36,0,15
1400000US17031010400,17031010400,"Census Tract 104, Cook County, Illinois",5411,566,5021,552,3476,488,1125,543,0,15,295,170,0,15,0,15,125,79,48,52,77,54,390,170,285,129,53,76,0,15,0,15,0,15,40,40,12,19,12,19,0,15
1400000US17031010501,17031010501,"Census Tract 105.01, Cook County, Illinois",4081,444,3685,400,1975,304,1335,276,0,11,211,153,0,11,55,56,109,66,0,11,109,66,396,229,207,138,29,35,0,11,0,11,0,11,160,206,0,11,0,11,0,11
1400000US17031010502,17031010502,"Census Tract 105.02, Cook County, Illinois",2631,247,2462,253,1516,188,647,185,0,11,225,100,0,11,0,11,74,55,28,44,46,36,169,90,97,89,0,11,9,14,0,11,0,11,58,37,5,10,5,10,0,11
1400000US17031010503,17031010503,"Census Tract 105.03, Cook County, Illinois",2047,348,1766,315,1238,308,140,72,0,11,282,130,0,11,0,11,106,65,8,12,98,64,281,221,263,217,11,17,0,11,0,11,0,11,7,11,0,11,0,11,0,11
1400000US17031010600,17031010600,"Census Tract 106, Cook County, Illinois",6515,745,5023,687,3330,551,1367,483,0,15,138,92,0,15,0,15,188,128,0,15,188,128,1492,420,674,303,35,54,0,15,0,15,0,15,663,327,120,171,2,27,118,167
1400000US17031010701,17031010701,"Census Tract 107.01, Cook County, Illinois",3833,361,2474,326,1291,188,704,237,0,11,452,204,0,11,0,11,27,23,0,11,27,23,1359,451,1016,460,0,11,0,11,0,11,0,11,227,207,116,126,17,23,99,132
1400000US17031010702,17031010702,"Census Tract 107.02, Cook County, Illinois",5333,567,3246,488,1472,230,1226,414,0,15,344,215,0,15,19,31,185,109,0,15,185,109,2087,537,1604,494,0,15,0,15,0,15,0,15,483,275,0,15,0,15,0,15
1400000US17031020100,17031020100,"Census Tract 201, Cook County, Illinois",4208,461,3261,529,952,276,1052,419,0,11,996,521,0,11,29,49,232,127,24,40,208,120,947,427,472,306,11,17,0,11,31,38,0,11,433,381,0,11,0,11,0,11
1400000US17031020200,17031020200,"Census Tract 202, Cook County, Illinois",6905,504,5768,744,3595,435,990,303,0,15,990,278,0,15,0,15,193,128,64,100,129,78,1137,588,828,658,0,15,0,15,0,15,0,15,309,247,0,15,0,15,0,15
1400000US17031020301,17031020301,"Census Tract 203.01, Cook County, Illinois",5295,407,4887,389,3896,343,188,110,10,17,703,187,0,15,42,69,48,44,0,15,48,44,408,226,335,232,0,15,0,15,0,15,0,15,57,55,16,23,16,23,0,15
1400000US17031020302,17031020302,"Census Tract 203.02, Cook County, Illinois",5023,450,4295,429,2885,381,647,226,0,15,543,304,0,15,25,39,195,149,0,15,195,149,728,286,642,288,0,15,44,81,11,15,0,15,20,23,11,18,11,18,0,15
1400000US17031020400,17031020400,"Census Tract 204, Cook County, Illinois",4551,380,3737,382,1813,280,1019,377,0,11,738,259,0,11,0,11,167,80,20,30,147,75,814,219,656,182,9,14,0,11,0,11,0,11,149,120,0,11,0,11,0,11
1400000US17031020500,17031020500,"Census Tract 205, Cook County, Illinois",6545,740,4584,654,1042,346,979,367,0,15,1922,555,0,15,70,71,571,259,71,84,500,247,1961,647,1733,648,0,15,0,15,0,15,0,15,228,166,0,15,0,15,0,15
1400000US17031020601,17031020601,"Census Tract 206.01, Cook County, Illinois",6130,597,5743,511,3461,629,625,291,140,159,1313,353,0,15,0,15,204,216,12,19,192,218,387,337,212,223,3,6,47,82,88,146,0,15,18,29,19,32,19,32,0,15
1400000US17031020602,17031020602,"Census Tract 206.02, Cook County, Illinois",4637,498,3697,510,1886,410,457,315,0,11,1151,337,0,11,108,115,95,87,0,11,95,87,940,333,563,367,9,15,0,11,0,11,0,11,368,246,0,11,0,11,0,11
1400000US17031020701,17031020701,"Census Tract 207.01, Cook County, Illinois",1729,180,1510,174,1121,155,64,56,0,11,275,58,0,11,0,11,50,40,22,30,28,26,219,97,151,85,13,19,4,7,0,11,0,11,28,36,23,24,0,11,23,24
1400000US17031020702,17031020702,"Census Tract 207.02, Cook County, Illinois",7843,784,6110,940,3707,784,724,549,0,15,1512,636,0,15,0,15,167,177,14,23,153,175,1733,914,733,468,7,16,0,15,0,15,0,15,815,882,178,212,86,86,92,139
1400000US17031020801,17031020801,"Census Tract 208.01, Cook County, Illinois",5211,528,3798,451,2276,325,110,146,0,15,1210,412,0,15,0,15,202,134,0,15,202,134,1413,301,1374,306,0,15,0,15,0,15,0,15,39,41,0,15,0,15,0,15
1400000US17031020802,17031020802,"Census Tract 208.02, Cook County, Illinois",7857,747,6825,753,2068,610,621,440,0,15,3599,874,0,15,0,15,537,419,63,72,474,419,1032,520,770,475,0,15,120,193,0,15,0,15,141,157,1,6,1,6,0,15
1400000US17031020901,17031020901,"Census Tract 209.01, Cook County, Illinois",5807,639,4035,562,1334,289,1216,425,0,15,1256,309,0,15,0,15,229,169,22,34,207,170,1772,515,1270,495,19,55,0,15,10,15,0,15,451,285,22,32,3,7,19,32
1400000US17031020902,17031020902,"Census Tract 209.02, Cook County, Illinois",4474,418,3709,490,2137,460,509,164,0,11,992,159,0,11,0,11,71,78,10,16,61,77,765,288,591,261,0,11,0,11,0,11,0,11,174,176,0,11,0,11,0,11
1400000US17031030101,17031030101,"Census Tract 301.01, Cook County, Illinois",3549,418,2735,412,1695,329,758,347,0,11,167,120,0,11,0,11,115,84,16,24,99,80,814,287,735,280,0,11,23,37,0,11,0,11,56,48,0,11,0,11,0,11
1400000US17031030102,17031030102,"Census Tract 301.02, Cook County, Illinois",2766,257,2469,238,1479,178,485,137,12,19,284,118,0,11,168,119,41,48,0,11,41,48,297,136,195,133,0,11,9,14,0,11,0,11,78,59,15,23,0,11,15,23
1400000US17031030103,17031030103,"Census Tract 301.03, Cook County, Illinois",2217,299,1930,276,1067,200,360,152,5,9,428,148,6,12,0,11,64,51,12,15,52,49,287,90,187,95,41,47,0,11,0,11,0,11,55,76,4,8,0,11,4,8
1400000US17031030104,17031030104,"Census Tract 301.04, Cook County, Illinois",3375,428,2913,407,1827,299,320,150,0,11,590,204,0,11,35,69,141,76,35,46,106,61,462,158,315,123,7,12,0,11,8,15,0,11,72,58,60,53,60,53,0,11
1400000US17031030200,17031030200,"Census Tract 302, Cook County, Illinois",5103,556,4519,442,3899,473,318,215,2,4,218,152,0,15,12,21,70,50,0,15,70,50,584,275,279,141,0,15,0,15,27,31,0,15,246,231,32,42,32,42,0,15
1400000US17031030300,17031030300,"Census Tract 303, Cook County, Illinois",3315,420,2039,256,1256,162,185,118,15,21,502,181,0,11,0,11,81,51,0,11,81,51,1276,426,1104,422,0,11,0,11,11,18,0,11,128,105,33,36,33,36,0,11
1400000US17031030400,17031030400,"Census Tract 304, Cook County, Illinois",2708,256,1904,274,1285,178,297,248,29,31,199,103,0,11,0,11,94,88,0,11,94,88,804,266,713,261,0,11,0,11,0,11,0,11,73,63,18,21,8,13,10,16
1400000US17031030500,17031030500,"Census Tract 305, Cook County, Illinois",6570,646,4904,435,4001,390,246,206,0,15,430,141,0,15,20,34,207,100,0,15,207,100,1666,548,1393,542,0,15,0,15,28,65,0,15,180,145,65,55,65,55,0,15
1400000US17031030601,17031030601,"Census Tract 306.01, Cook County, Illinois",4066,534,3304,451,2094,367,734,314,0,11,399,198,0,11,0,11,77,63,0,11,77,63,762,463,756,462,0,11,0,11,0,11,0,11,6,13,0,11,0,11,0,11
1400000US17031030603,17031030603,"Census Tract 306.03, Cook County, Illinois",2023,234,1744,237,725,142,691,192,52,72,242,126,0,11,0,11,34,25,0,11,34,25,279,143,245,139,0,11,0,11,0,11,0,11,34,34,0,11,0,11,0,11
1400000US17031030604,17031030604,"Census Tract 306.04, Cook County, Illinois",3225,322,3033,310,1320,175,726,190,0,11,849,244,0,11,8,14,130,69,8,14,122,68,192,144,180,143,0,11,0,11,0,11,0,11,0,11,12,18,12,18,0,11
1400000US17031030701,17031030701,"Census Tract 307.01, Cook County, Illinois",1597,184,1445,171,792,155,387,134,9,15,250,132,0,11,0,11,7,11,3,5,4,7,152,117,97,114,0,11,0,11,0,11,0,11,55,47,0,11,0,11,0,11
1400000US17031030702,17031030702,"Census Tract 307.02, Cook County, Illinois",982,103,951,103,611,123,104,69,0,11,228,99,0,11,0,11,8,12,8,12,0,11,31,26,27,24,4,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US17031030703,17031030703,"Census Tract 307.03, Cook County, Illinois",2680,296,2299,259,1505,209,534,188,0,11,122,66,0,11,0,11,138,109,0,11,138,109,381,206,228,182,0,11,36,57,0,11,0,11,67,54,50,47,29,34,21,33
1400000US17031030706,17031030706,"Census Tract 307.06, Cook County, Illinois",4270,412,3974,455,2306,283,641,260,0,11,967,394,0,11,0,11,60,52,8,14,52,50,296,198,281,197,0,11,0,11,0,11,0,11,15,24,0,11,0,11,0,11
1400000US17031030800,17031030800,"Census Tract 308, Cook County, Illinois",4376,426,3767,386,3127,348,167,107,0,11,400,192,0,11,0,11,73,53,0,11,73,53,609,356,366,243,13,21,0,11,0,11,0,11,203,232,27,31,0,11,27,31
1400000US17031030900,17031030900,"Census Tract 309, Cook County, Illinois",3143,365,2709,378,1796,225,493,406,0,11,304,164,0,11,11,18,105,84,0,11,105,84,434,194,252,97,0,11,5,10,23,41,0,11,127,183,27,25,18,20,9,14
1400000US17031031000,17031031000,"Census Tract 310, Cook County, Illinois",4078,342,3438,343,2764,270,179,115,0,11,330,231,0,11,23,22,142,113,9,13,133,113,640,237,543,231,0,11,0,11,0,11,0,11,50,47,47,64,0,11,47,64
1400000US17031031100,17031031100,"Census Tract 311, Cook County, Illinois",4666,470,3712,357,2931,392,118,72,12,21,528,168,0,11,15,23,108,98,0,11,108,98,954,398,370,257,0,11,0,11,0,11,0,11,552,291,32,49,0,11,32,49
1400000US17031031200,17031031200,"Census Tract 312, Cook County, Illinois",5720,649,4916,589,2819,533,1229,244,13,29,694,426,0,15,0,15,161,112,0,15,161,112,804,418,710,415,17,28,34,46,0,15,25,39,0,15,18,29,18,29,0,15
1400000US17031031300,17031031300,"Census Tract 313, Cook County, Illinois",8037,601,7175,552,3693,369,1758,483,23,36,1584,445,0,15,0,15,117,138,32,105,85,84,862,204,557,189,18,25,0,15,50,60,0,15,237,186,0,15,0,15,0,15
1400000US17031031400,17031031400,"Census Tract 314, Cook County, Illinois",4958,344,4576,354,3399,379,615,232,4,9,473,168,0,11,38,44,47,43,21,29,26,39,382,174,273,158,17,27,0,11,0,11,0,11,45,52,47,44,18,28,29,33
1400000US17031031501,17031031501,"Census Tract 315.01, Cook County, Illinois",4033,348,3590,351,1423,264,1168,338,0,11,835,168,0,11,18,20,146,85,0,11,146,85,443,202,272,127,13,20,0,11,0,11,0,11,158,166,0,11,0,11,0,11
1400000US17031031502,17031031502,"Census Tract 315.02, Cook County, Illinois",4439,557,3583,362,1387,244,1838,286,0,11,282,184,0,11,0,11,76,68,0,11,76,68,856,542,706,505,0,11,82,131,0,11,0,11,32,36,36,41,13,20,23,46
1400000US17031031700,17031031700,"Census Tract 317, Cook County, Illinois",7001,589,6157,630,3851,396,1653,374,56,80,312,185,0,15,25,43,260,156,15,23,245,154,844,285,384,191,57,51,0,15,0,15,0,15,382,229,21,35,21,35,0,15
1400000US17031031800,17031031800,"Census Tract 318, Cook County, Illinois",1771,130,1599,133,1367,164,39,30,0,11,173,95,0,11,0,11,20,17,6,8,14,14,172,67,86,36,0,11,0,11,0,11,0,11,72,59,14,20,14,20,0,11
1400000US17031031900,17031031900,"Census Tract 319, Cook County, Illinois",2526,216,2143,259,1783,217,84,76,10,17,173,115,0,11,0,11,93,107,0,11,93,107,383,191,215,116,0,11,0,11,0,11,0,11,168,164,0,11,0,11,0,11
1400000US17031032100,17031032100,"Census Tract 321, Cook County, Illinois",7117,1049,5557,778,4575,672,443,274,0,15,291,213,0,15,0,15,248,286,0,15,248,286,1560,724,1180,702,12,23,0,15,0,15,0,15,211,217,157,132,126,121,31,50
1400000US17031040100,17031040100,"Census Tract 401, Cook County, Illinois",3893,433,3122,222,2653,214,214,106,26,37,160,96,0,11,0,11,69,55,0,11,69,55,771,377,622,372,0,11,0,11,0,11,0,11,136,93,13,15,0,11,13,15
1400000US17031040201,17031040201,"Census Tract 402.01, Cook County, Illinois",7040,491,5346,453,4050,406,249,224,1,2,796,288,0,15,39,63,211,201,0,15,211,201,1694,431,797,332,0,15,0,15,0,15,0,15,679,378,218,173,49,78,169,159
1400000US17031040202,17031040202,"Census Tract 402.02, Cook County, Illinois",7194,682,5791,593,3133,553,367,324,0,15,1832,515,0,15,14,22,445,322,0,15,445,322,1403,548,883,451,28,31,0,15,125,209,0,15,307,193,60,62,37,49,23,33
1400000US17031040300,17031040300,"Census Tract 403, Cook County, Illinois",2999,282,2610,289,1529,217,110,103,0,11,803,231,0,11,0,11,168,93,66,71,102,67,389,201,345,187,6,12,0,11,0,11,0,11,0,11,38,42,0,11,38,42
1400000US17031040401,17031040401,"Census Tract 404.01, Cook County, Illinois",3182,412,2551,326,2068,364,195,184,0,11,210,87,0,11,0,11,78,50,13,21,65,46,631,304,527,273,0,11,0,11,0,11,0,11,55,50,49,57,0,11,49,57
1400000US17031040402,17031040402,"Census Tract 404.02, Cook County, Illinois",5035,404,4626,408,4040,385,68,57,0,15,365,289,0,15,15,24,138,88,0,15,138,88,409,261,240,228,13,21,0,15,33,55,0,15,92,117,31,50,0,15,31,50
1400000US17031040600,17031040600,"Census Tract 406, Cook County, Illinois",2702,337,2255,354,2062,346,98,66,0,11,48,49,0,11,6,18,41,48,0,11,41,48,447,223,420,228,8,13,0,11,0,11,0,11,19,21,0,11,0,11,0,11
1400000US17031040700,17031040700,"Census Tract 407, Cook County, Illinois",3325,385,2742,335,2226,225,88,68,0,11,187,176,0,11,0,11,241,332,0,11,241,332,583,186,407,203,0,11,0,11,10,15,0,11,156,95,10,15,0,11,10,15
1400000US17031040800,17031040800,"Census Tract 408, Cook County, Illinois",1813,140,1645,125,1337,116,70,56,0,11,112,63,0,11,0,11,126,52,0,11,126,52,168,84,117,60,0,11,0,11,10,17,0,11,41,52,0,11,0,11,0,11
1400000US17031040900,17031040900,"Census Tract 409, Cook County, Illinois",1909,253,1809,245,1664,238,40,34,0,11,39,40,0,11,0,11,66,53,0,11,66,53,100,98,43,54,0,11,0,11,0,11,0,11,57,77,0,11,0,11,0,11
1400000US17031050100,17031050100,"Census Tract 501, Cook County, Illinois",2711,300,2483,290,2080,301,95,65,38,58,158,97,0,11,0,11,112,86,0,11,112,86,228,121,194,115,0,11,0,11,0,11,0,11,34,40,0,11,0,11,0,11
1400000US17031050200,17031050200,"Census Tract 502, Cook County, Illinois",5214,475,4674,426,3987,401,171,120,0,15,199,100,16,25,0,15,301,250,0,15,301,250,540,242,508,246,0,15,0,15,0,15,0,15,32,40,0,15,0,15,0,15
1400000US17031050300,17031050300,"Census Tract 503, Cook County, Illinois",2562,250,1971,246,1587,267,0,11,25,41,329,208,0,11,0,11,30,30,0,11,30,30,591,228,469,175,0,11,0,11,7,12,0,11,31,29,84,98,29,46,55,87
1400000US17031050500,17031050500,"Census Tract 505, Cook County, Illinois",6311,634,5893,661,5259,540,45,50,0,15,202,113,0,15,0,15,387,245,0,15,387,245,418,227,369,223,0,15,0,15,0,15,0,15,49,62,0,15,0,15,0,15
1400000US17031050600,17031050600,"Census Tract 506, Cook County, Illinois",2238,178,2130,179,1965,196,5,16,0,11,154,85,0,11,0,11,6,9,0,11,6,9,108,64,97,58,0,11,0,11,0,11,0,11,5,11,6,11,6,11,0,11
1400000US17031050700,17031050700,"Census Tract 507, Cook County, Illinois",1593,137,1540,131,1443,144,5,9,4,7,59,35,0,11,0,11,29,28,0,11,29,28,53,27,40,27,0,11,0,11,0,11,0,11,13,14,0,11,0,11,0,11
1400000US17031050800,17031050800,"Census Tract 508, Cook County, Illinois",1476,101,1298,109,1231,120,12,13,0,11,25,27,0,11,0,11,30,28,0,11,30,28,178,76,139,73,0,11,0,11,0,11,0,11,33,47,6,9,6,9,0,11
1400000US17031050900,17031050900,"Census Tract 509, Cook County, Illinois",1462,175,1279,163,1089,154,7,11,0,11,119,63,0,11,31,28,33,27,0,11,33,27,183,73,108,51,7,12,0,11,5,8,0,11,63,57,0,11,0,11,0,11
1400000US17031051000,17031051000,"Census Tract 510, Cook County, Illinois",1783,148,1352,161,1111,148,70,49,0,11,121,75,0,11,0,11,50,46,0,11,50,46,431,136,414,132,0,11,0,11,0,11,0,11,6,9,11,18,0,11,11,18
1400000US17031051100,17031051100,"Census Tract 511, Cook County, Illinois",1670,194,1355,187,1265,182,0,11,0,11,46,31,0,11,16,26,28,30,0,11,28,30,315,164,201,87,0,11,0,11,0,11,0,11,88,122,26,37,0,11,26,37
1400000US17031051200,17031051200,"Census Tract 512, Cook County, Illinois",1623,166,1467,174,1203,162,149,111,0,11,52,40,0,11,15,23,48,32,0,11,48,32,156,90,131,90,6,8,0,11,7,10,0,11,0,11,12,9,6,9,6,8
1400000US17031051300,17031051300,"Census Tract 513, Cook County, Illinois",2783,218,2597,239,2450,246,0,11,0,11,93,63,0,11,0,11,54,39,15,23,39,31,186,99,150,96,0,11,0,11,0,11,0,11,23,24,13,17,0,11,13,17
1400000US17031051400,17031051400,"Census Tract 514, Cook County, Illinois",1814,219,1689,216,1332,180,59,34,0,11,91,52,0,11,0,11,207,167,0,11,207,167,125,62,88,41,0,11,0,11,0,11,0,11,32,46,5,8,0,11,5,8
1400000US17031060100,17031060100,"Census Tract 601, Cook County, Illinois",2773,229,2425,200,2179,200,112,90,0,11,84,78,0,11,0,11,50,44,0,11,50,44,348,164,265,152,0,11,0,11,0,11,0,11,59,77,24,33,0,11,24,33
1400000US17031060200,17031060200,"Census Tract 602, Cook County, Illinois",2279,256,1823,234,1596,209,29,34,0,11,126,112,3,6,11,17,58,42,0,11,58,42,456,181,432,175,0,11,0,11,0,11,0,11,14,22,10,15,0,11,10,15
1400000US17031060300,17031060300,"Census Tract 603, Cook County, Illinois",3461,306,3193,326,2844,318,32,49,12,19,242,107,0,11,0,11,63,59,0,11,63,59,268,152,243,150,0,11,13,21,0,11,0,11,12,19,0,11,0,11,0,11
1400000US17031060400,17031060400,"Census Tract 604, Cook County, Illinois",3980,348,3478,334,3058,323,27,26,22,37,197,114,0,11,0,11,174,203,0,11,174,203,502,282,452,280,0,11,0,11,0,11,0,11,31,28,19,19,0,11,19,19
1400000US17031060500,17031060500,"Census Tract 605, Cook County, Illinois",1306,115,1081,116,876,117,76,56,0,11,95,48,0,11,0,11,34,29,11,17,23,22,225,98,198,96,0,11,0,11,0,11,0,11,15,25,12,12,6,8,6,9
1400000US17031060800,17031060800,"Census Tract 608, Cook County, Illinois",4825,463,4572,438,3903,394,187,76,0,11,367,234,0,11,0,11,115,85,0,11,115,85,253,135,176,132,15,24,0,11,0,11,0,11,36,36,26,30,14,22,12,18
1400000US17031060900,17031060900,"Census Tract 609, Cook County, Illinois",7529,892,6222,788,5168,765,461,256,45,71,310,310,0,15,0,15,238,150,27,43,211,146,1307,349,1039,407,0,15,0,15,0,15,0,15,268,206,0,15,0,15,0,15
1400000US17031061000,17031061000,"Census Tract 610, Cook County, Illinois",2085,176,1728,206,1542,214,31,29,0,11,122,66,0,11,0,11,33,25,0,11,33,25,357,128,343,126,0,11,0,11,0,11,0,11,6,9,8,13,8,13,0,11
1400000US17031061100,17031061100,"Census Tract 611, Cook County, Illinois",1421,158,1393,156,1289,155,29,41,0,11,70,77,0,11,0,11,5,7,5,7,0,11,28,26,28,26,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US17031061200,17031061200,"Census Tract 612, Cook County, Illinois",1897,223,1736,222,1601,225,22,25,0,11,90,47,0,11,0,11,23,21,0,11,23,21,161,68,133,62,0,11,0,11,0,11,0,11,28,27,0,11,0,11,0,11
1400000US17031061500,17031061500,"Census Tract 615, Cook County, Illinois",1917,162,1777,188,1613,163,32,25,0,11,64,36,0,11,0,11,68,74,29,44,39,37,140,72,129,71,0,11,0,11,0,11,0,11,11,12,0,11,0,11,0,11
1400000US17031061800,17031061800,"Census Tract 618, Cook County, Illinois",1212,98,1058,117,806,99,66,39,0,11,94,50,0,11,6,9,86,71,0,11,86,71,154,70,97,57,23,34,0,11,0,11,0,11,34,35,0,11,0,11,0,11
1400000US17031061901,17031061901,"Census Tract 619.01, Cook County, Illinois",3513,367,3249,415,2494,407,91,63,51,74,542,226,0,11,0,11,71,71,0,11,71,71,264,182,126,103,0,11,0,11,0,11,0,11,94,149,44,41,29,33,15,23
1400000US17031061902,17031061902,"Census Tract 619.02, Cook County, Illinois",4512,375,4411,383,3825,380,118,70,20,32,325,165,0,11,0,11,123,90,0,11,123,90,101,66,69,52,0,11,0,11,0,11,0,11,32,36,0,11,0,11,0,11
1400000US17031062000,17031062000,"Census Tract 620, Cook County, Illinois",3022,300,2868,312,2473,324,190,145,0,11,148,79,0,11,0,11,57,42,0,11,57,42,154,86,128,83,0,11,0,11,0,11,0,11,26,27,0,11,0,11,0,11
1400000US17031062100,17031062100,"Census Tract 621, Cook County, Illinois",3740,341,3417,308,2951,301,108,70,0,11,283,126,0,11,0,11,75,46,0,11,75,46,323,138,287,121,0,11,0,11,13,19,0,11,9,14,14,21,0,11,14,21
1400000US17031062200,17031062200,"Census Tract 622, Cook County, Illinois",2833,328,2625,287,2363,273,129,114,0,11,124,71,0,11,0,11,9,14,0,11,9,14,208,126,187,127,0,11,0,11,0,11,0,11,21,21,0,11,0,11,0,11
1400000US17031062300,17031062300,"Census Tract 623, Cook County, Illinois",1728,133,1634,131,1414,150,25,19,0,11,107,48,0,11,0,11,88,49,0,11,88,49,94,75,66,67,0,11,0,11,6,9,0,11,22,32,0,11,0,11,0,11
1400000US17031062400,17031062400,"Census Tract 624, Cook County, Illinois",1433,168,1397,180,1267,177,27,29,0,11,59,31,0,11,0,11,44,24,0,11,44,24,36,40,24,34,0,11,0,11,0,11,0,11,12,19,0,11,0,11,0,11
1400000US17031062500,17031062500,"Census Tract 625, Cook County, Illinois",1568,137,1434,143,1305,139,0,11,0,11,108,53,0,11,0,11,21,19,0,11,21,19,134,89,130,88,0,11,0,11,0,11,0,11,4,7,0,11,0,11,0,11
1400000US17031062600,17031062600,"Census Tract 626, Cook County, Illinois",2288,199,2145,199,1808,193,33,29,0,11,218,94,0,11,6,8,80,47,0,11,80,47,143,63,108,60,0,11,0,11,0,11,0,11,0,11,35,27,22,24,13,14
1400000US17031062700,17031062700,"Census Tract 627, Cook County, Illinois",2770,437,2553,391,2414,380,0,11,18,28,75,65,0,11,0,11,46,37,0,11,46,37,217,203,181,192,0,11,0,11,0,11,0,11,31,49,5,11,5,11,0,11
1400000US17031062800,17031062800,"Census Tract 628, Cook County, Illinois",3651,244,3379,280,3070,313,35,44,9,15,196,121,0,11,0,11,69,60,0,11,69,60,272,122,227,113,10,17,0,11,29,37,0,11,0,11,6,11,0,11,6,11
1400000US17031062900,17031062900,"Census Tract 629, Cook County, Illinois",3959,308,3860,319,3458,316,148,116,0,11,171,109,0,11,0,11,83,58,22,35,61,45,99,56,43,30,0,11,0,11,18,30,0,11,18,27,20,23,0,11,20,23
1400000US17031063000,17031063000,"Census Tract 630, Cook County, Illinois",3249,266,3033,254,2377,252,162,88,0,11,366,161,11,18,0,11,117,86,0,11,117,86,216,120,190,114,0,11,0,11,0,11,0,11,18,30,8,12,0,11,8,12
1400000US17031063100,17031063100,"Census Tract 631, Cook County, Illinois",2326,201,2216,202,1886,208,19,20,0,11,116,53,0,11,10,16,185,113,11,17,174,111,110,71,88,57,0,11,0,11,0,11,0,11,22,44,0,11,0,11,0,11
