GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017
Id,Id2,Geography,Total:,Not Hispanic or Latino:,Not Hispanic or Latino: - White alone,Not Hispanic or Latino: - Black or African American alone,Not Hispanic or Latino: - American Indian and Alaska Native alone,Not Hispanic or Latino: - Asian alone,Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino: - Some Other Race alone,Not Hispanic or Latino: - Two or More Races,Hispanic or Latino:,Hispanic or Latino: - White alone,Hispanic or Latino: - Black or African American alone,Hispanic or Latino: - American Indian and Alaska Native alone,Hispanic or Latino: - Asian alone,Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino: - Some Other Race alone,Hispanic or Latino: - Two or More Races
1580000US1714000031100200,1714000031100200,"Census Tract 1002, Cook County (part), Chicago city, Illinois",6749,5958,5657,26,11,157,1,11,95,791,559,1,13,0,0,190,28
1580000US1714000031100300,1714000031100300,"Census Tract 1003, Cook County (part), Chicago city, Illinois",6177,5577,5264,22,4,217,0,0,70,600,440,7,0,1,0,113,39
1580000US1714000031100400,1714000031100400,"Census Tract 1004, Cook County (part), Chicago city, Illinois",3066,2726,2565,9,2,117,0,1,32,340,227,5,3,1,0,76,28
1580000US1714000031100500,1714000031100500,"Census Tract 1005, Cook County (part), Chicago city, Illinois",5779,5179,4734,26,7,302,0,11,99,600,349,0,4,13,0,179,55
1580000US1714000031100600,1714000031100600,"Census Tract 1006, Cook County (part), Chicago city, Illinois",4832,4142,3766,29,6,284,0,3,54,690,413,7,1,9,2,202,56
1580000US1714000031100700,1714000031100700,"Census Tract 1007, Cook County (part), Chicago city, Illinois",4826,4169,3768,14,4,339,0,0,44,657,351,5,4,4,0,196,97
1580000US1714000031110100,1714000031110100,"Census Tract 1101, Cook County (part), Chicago city, Illinois",5254,4409,3845,60,14,378,1,6,105,845,449,11,9,4,7,297,68
1580000US1714000031110200,1714000031110200,"Census Tract 1102, Cook County (part), Chicago city, Illinois",2828,2292,1976,19,8,258,0,6,25,536,268,2,11,4,0,238,13
1580000US1714000031110300,1714000031110300,"Census Tract 1103, Cook County (part), Chicago city, Illinois",5161,4258,3694,41,6,433,1,6,77,903,480,4,2,5,4,339,69
1580000US1714000031110400,1714000031110400,"Census Tract 1104, Cook County (part), Chicago city, Illinois",4352,3451,3027,46,6,300,1,3,68,901,477,10,28,7,0,304,75
1580000US1714000031110501,1714000031110501,"Census Tract 1105.01, Cook County (part), Chicago city, Illinois",4639,3547,2832,55,16,560,2,9,73,1092,590,12,18,2,0,399,71
1580000US1714000031110502,1714000031110502,"Census Tract 1105.02, Cook County (part), Chicago city, Illinois",3214,2564,2101,44,21,327,6,2,63,650,349,6,3,0,5,233,54
1580000US1714000031120100,1714000031120100,"Census Tract 1201, Cook County (part), Chicago city, Illinois",4198,3903,3595,24,2,212,2,2,66,295,193,2,5,5,0,64,26
1580000US1714000031120200,1714000031120200,"Census Tract 1202, Cook County (part), Chicago city, Illinois",4430,4076,3577,19,9,386,0,5,80,354,286,3,4,0,0,33,28
1580000US1714000031120300,1714000031120300,"Census Tract 1203, Cook County (part), Chicago city, Illinois",6365,5742,4601,60,8,904,0,6,163,623,435,1,2,16,0,114,55
1580000US1714000031120400,1714000031120400,"Census Tract 1204, Cook County (part), Chicago city, Illinois",3515,2661,2042,34,3,487,0,1,94,854,462,11,0,9,0,323,49
1580000US1714000031130100,1714000031130100,"Census Tract 1301, Cook County (part), Chicago city, Illinois",5133,4781,3158,49,3,1407,2,17,145,352,235,2,4,8,0,67,36
1580000US1714000031130200,1714000031130200,"Census Tract 1302, Cook County (part), Chicago city, Illinois",1412,1095,870,15,4,174,0,0,32,317,163,2,1,5,0,124,22
1580000US1714000031130300,1714000031130300,"Census Tract 1303, Cook County (part), Chicago city, Illinois",5064,3966,2003,207,7,1547,9,25,168,1098,492,18,11,17,0,471,89
1580000US1714000031140100,1714000031140100,"Census Tract 1401, Cook County (part), Chicago city, Illinois",3729,1869,910,323,1,547,2,8,78,1860,898,31,21,20,0,798,92
1580000US1714000031140200,1714000031140200,"Census Tract 1402, Cook County (part), Chicago city, Illinois",5965,3311,1888,281,10,981,1,12,138,2654,1198,25,30,15,0,1215,171
1580000US1714000031140301,1714000031140301,"Census Tract 1403.01, Cook County (part), Chicago city, Illinois",2891,1320,364,106,13,735,0,5,97,1571,617,13,1,1,0,715,224
1580000US1714000031140302,1714000031140302,"Census Tract 1403.02, Cook County (part), Chicago city, Illinois",4345,2647,1269,214,13,1001,1,10,139,1698,719,26,19,4,3,748,179
1580000US1714000031140400,1714000031140400,"Census Tract 1404, Cook County (part), Chicago city, Illinois",6805,4589,2875,97,14,1346,0,44,213,2216,1142,22,10,26,0,869,147
1580000US1714000031140500,1714000031140500,"Census Tract 1405, Cook County (part), Chicago city, Illinois",3679,1800,1219,87,10,377,0,5,102,1879,1001,16,20,7,0,733,102
1580000US1714000031140601,1714000031140601,"Census Tract 1406.01, Cook County (part), Chicago city, Illinois",2786,1100,520,51,1,439,10,26,53,1686,833,14,13,1,0,786,39
1580000US1714000031140602,1714000031140602,"Census Tract 1406.02, Cook County (part), Chicago city, Illinois",5397,2065,1005,377,10,543,0,12,118,3332,1400,57,33,12,2,1645,183
1580000US1714000031140701,1714000031140701,"Census Tract 1407.01, Cook County (part), Chicago city, Illinois",2933,1275,683,114,11,395,0,11,61,1658,738,23,52,15,0,728,102
1580000US1714000031140702,1714000031140702,"Census Tract 1407.02, Cook County (part), Chicago city, Illinois",6187,2034,1209,225,15,477,2,21,85,4153,1663,39,39,11,4,2195,202
1580000US1714000031140800,1714000031140800,"Census Tract 1408, Cook County (part), Chicago city, Illinois",6825,4045,3112,201,21,589,6,5,111,2780,1265,28,26,1,1,1293,166
1580000US1714000031150200,1714000031150200,"Census Tract 1502, Cook County (part), Chicago city, Illinois",7540,5194,4365,141,24,477,4,22,161,2346,1196,36,19,20,1,909,165
1580000US1714000031150300,1714000031150300,"Census Tract 1503, Cook County (part), Chicago city, Illinois",7198,5320,4802,68,14,308,0,10,118,1878,1028,22,19,20,0,656,133
1580000US1714000031150401,1714000031150401,"Census Tract 1504.01, Cook County (part), Chicago city, Illinois",4793,3594,3257,21,3,239,3,1,70,1199,561,10,12,8,0,525,83
1580000US1714000031150402,1714000031150402,"Census Tract 1504.02, Cook County (part), Chicago city, Illinois",3886,2662,2370,29,1,198,1,2,61,1224,618,11,5,4,4,488,94
1580000US1714000031150501,1714000031150501,"Census Tract 1505.01, Cook County (part), Chicago city, Illinois",3648,2862,2577,17,2,212,0,1,53,786,396,3,5,4,1,319,58
1580000US1714000031150502,1714000031150502,"Census Tract 1505.02, Cook County (part), Chicago city, Illinois",4205,2943,2528,82,8,270,1,10,44,1262,709,18,2,3,0,446,84
1580000US1714000031150600,1714000031150600,"Census Tract 1506, Cook County (part), Chicago city, Illinois",4163,2617,2346,42,12,155,3,6,53,1546,809,8,22,8,1,606,92
1580000US1714000031150700,1714000031150700,"Census Tract 1507, Cook County (part), Chicago city, Illinois",4608,2638,2329,62,8,169,0,9,61,1970,897,26,28,4,2,904,109
1580000US1714000031150800,1714000031150800,"Census Tract 1508, Cook County (part), Chicago city, Illinois",5280,2438,2018,109,8,216,2,12,73,2842,1604,44,42,3,6,1004,139
1580000US1714000031151001,1714000031151001,"Census Tract 1510.01, Cook County (part), Chicago city, Illinois",2819,1082,896,68,2,69,0,19,28,1737,720,8,20,2,0,913,74
1580000US1714000031151002,1714000031151002,"Census Tract 1510.02, Cook County (part), Chicago city, Illinois",4567,1710,1421,92,8,156,7,5,21,2857,1297,14,67,13,0,1347,119
1580000US1714000031151100,1714000031151100,"Census Tract 1511, Cook County (part), Chicago city, Illinois",5458,2892,2558,55,11,215,0,11,42,2566,1194,24,46,5,3,1138,156
1580000US1714000031151200,1714000031151200,"Census Tract 1512, Cook County (part), Chicago city, Illinois",3884,2365,2088,36,2,198,0,3,38,1519,822,4,36,4,0,572,81
1580000US1714000031160100,1714000031160100,"Census Tract 1601, Cook County (part), Chicago city, Illinois",2485,1769,1375,41,10,253,0,5,85,716,386,21,4,3,0,268,34
1580000US1714000031160200,1714000031160200,"Census Tract 1602, Cook County (part), Chicago city, Illinois",3443,2570,2132,88,2,271,1,3,73,873,455,6,7,5,0,320,80
1580000US1714000031160300,1714000031160300,"Census Tract 1603, Cook County (part), Chicago city, Illinois",3785,2971,2181,300,6,363,0,1,120,814,427,15,6,6,0,307,53
1580000US1714000031160400,1714000031160400,"Census Tract 1604, Cook County (part), Chicago city, Illinois",4768,2642,2080,166,8,274,0,11,103,2126,1079,36,15,7,6,813,170
1580000US1714000031160501,1714000031160501,"Census Tract 1605.01, Cook County (part), Chicago city, Illinois",4188,1515,873,166,12,378,1,13,72,2673,1187,32,62,11,0,1160,221
1580000US1714000031160502,1714000031160502,"Census Tract 1605.02, Cook County (part), Chicago city, Illinois",3550,1431,982,123,7,264,0,3,52,2119,897,39,36,6,5,964,172
1580000US1714000031160601,1714000031160601,"Census Tract 1606.01, Cook County (part), Chicago city, Illinois",3490,1761,1372,104,5,180,0,9,91,1729,823,35,12,11,0,723,125
1580000US1714000031160602,1714000031160602,"Census Tract 1606.02, Cook County (part), Chicago city, Illinois",3589,1934,1431,138,11,260,1,13,80,1655,869,41,20,16,1,615,93
1580000US1714000031160700,1714000031160700,"Census Tract 1607, Cook County (part), Chicago city, Illinois",5893,2959,2107,147,9,551,2,44,99,2934,1244,66,25,20,6,1398,175
1580000US1714000031160800,1714000031160800,"Census Tract 1608, Cook County (part), Chicago city, Illinois",5148,2175,1607,118,8,333,0,12,97,2973,1269,59,18,6,0,1436,185
1580000US1714000031160900,1714000031160900,"Census Tract 1609, Cook County (part), Chicago city, Illinois",2405,1650,1394,73,16,132,0,6,29,755,414,8,7,5,0,257,64
1580000US1714000031161000,1714000031161000,"Census Tract 1610, Cook County (part), Chicago city, Illinois",1707,1293,1159,52,2,47,0,2,31,414,203,11,6,0,0,150,44
1580000US1714000031161100,1714000031161100,"Census Tract 1611, Cook County (part), Chicago city, Illinois",1861,1560,1325,78,14,106,0,1,36,301,161,8,0,4,0,95,33
1580000US1714000031161200,1714000031161200,"Census Tract 1612, Cook County (part), Chicago city, Illinois",2930,1052,776,30,7,197,1,1,40,1878,905,25,53,6,0,788,101
1580000US1714000031161300,1714000031161300,"Census Tract 1613, Cook County (part), Chicago city, Illinois",4117,1745,1440,112,7,127,0,7,52,2372,1199,27,19,16,6,988,117
1580000US1714000031170100,1714000031170100,"Census Tract 1701, Cook County (part), Chicago city, Illinois",1752,1576,1429,59,1,78,0,0,9,176,128,2,0,2,0,35,9
1580000US1714000031170200,1714000031170200,"Census Tract 1702, Cook County (part), Chicago city, Illinois",3892,2603,2354,18,11,155,1,12,52,1289,847,5,14,7,0,389,27
1580000US1714000031170300,1714000031170300,"Census Tract 1703, Cook County (part), Chicago city, Illinois",5129,3786,3492,36,4,209,0,9,36,1343,708,17,20,7,0,529,62
1580000US1714000031170400,1714000031170400,"Census Tract 1704, Cook County (part), Chicago city, Illinois",3870,3130,2931,28,2,137,0,0,32,740,400,6,8,3,1,255,67
1580000US1714000031170500,1714000031170500,"Census Tract 1705, Cook County (part), Chicago city, Illinois",4980,4022,3820,26,9,109,1,13,44,958,572,16,10,3,9,288,60
1580000US1714000031170600,1714000031170600,"Census Tract 1706, Cook County (part), Chicago city, Illinois",2498,2138,2013,4,1,99,0,3,18,360,202,0,3,0,0,114,41
1580000US1714000031170700,1714000031170700,"Census Tract 1707, Cook County (part), Chicago city, Illinois",2980,2456,2335,6,2,76,0,0,37,524,274,7,2,1,0,200,40
1580000US1714000031170800,1714000031170800,"Census Tract 1708, Cook County (part), Chicago city, Illinois",3721,2921,2721,25,0,137,0,3,35,800,410,5,9,3,0,321,52
1580000US1714000031170900,1714000031170900,"Census Tract 1709, Cook County (part), Chicago city, Illinois",1713,1219,1097,18,1,70,0,1,32,494,214,4,12,2,0,227,35
1580000US1714000031171000,1714000031171000,"Census Tract 1710, Cook County (part), Chicago city, Illinois",7287,5515,5034,66,9,310,2,5,89,1772,950,15,26,3,4,682,92
1580000US1714000031171100,1714000031171100,"Census Tract 1711, Cook County (part), Chicago city, Illinois",4110,2569,2286,22,0,207,2,2,50,1541,761,8,29,6,0,645,92
1580000US1714000031180100,1714000031180100,"Census Tract 1801, Cook County (part), Chicago city, Illinois",6156,3486,3106,94,7,221,0,11,47,2670,1276,32,30,6,7,1171,148
1580000US1714000031190100,1714000031190100,"Census Tract 1901, Cook County (part), Chicago city, Illinois",2488,524,397,44,4,53,0,8,18,1964,908,24,19,11,0,923,79
1580000US1714000031190200,1714000031190200,"Census Tract 1902, Cook County (part), Chicago city, Illinois",5853,1256,992,80,7,143,0,11,23,4597,2075,77,36,5,0,2208,196
1580000US1714000031190300,1714000031190300,"Census Tract 1903, Cook County (part), Chicago city, Illinois",5794,2129,1892,60,3,140,0,14,20,3665,1891,40,65,10,2,1480,177
1580000US1714000031190401,1714000031190401,"Census Tract 1904.01, Cook County (part), Chicago city, Illinois",4257,1593,1236,61,2,236,0,2,56,2664,1191,27,17,0,7,1288,134
1580000US1714000031190402,1714000031190402,"Census Tract 1904.02, Cook County (part), Chicago city, Illinois",5458,1792,1480,103,3,159,0,12,35,3666,1527,62,37,8,12,1790,230
1580000US1714000031190601,1714000031190601,"Census Tract 1906.01, Cook County (part), Chicago city, Illinois",4545,828,561,126,6,94,0,1,40,3717,1731,39,36,3,0,1742,166
1580000US1714000031190602,1714000031190602,"Census Tract 1906.02, Cook County (part), Chicago city, Illinois",5516,1128,813,203,14,66,1,10,21,4388,2015,74,81,8,5,1989,216
1580000US1714000031190701,1714000031190701,"Census Tract 1907.01, Cook County (part), Chicago city, Illinois",2955,519,385,56,4,48,0,7,19,2436,850,18,47,0,3,1391,127
1580000US1714000031190702,1714000031190702,"Census Tract 1907.02, Cook County (part), Chicago city, Illinois",4869,804,610,126,6,23,1,13,25,4065,1532,59,52,6,1,2283,132
1580000US1714000031190800,1714000031190800,"Census Tract 1908, Cook County (part), Chicago city, Illinois",6632,1046,769,160,6,53,1,22,35,5586,2338,114,57,2,6,2818,251
1580000US1714000031190900,1714000031190900,"Census Tract 1909, Cook County (part), Chicago city, Illinois",2040,363,252,57,1,37,0,5,11,1677,739,21,15,6,1,815,80
1580000US1714000031191000,1714000031191000,"Census Tract 1910, Cook County (part), Chicago city, Illinois",2559,259,158,79,5,8,0,1,8,2300,1059,32,43,2,0,1102,62
1580000US1714000031191100,1714000031191100,"Census Tract 1911, Cook County (part), Chicago city, Illinois",7414,888,420,350,2,65,4,24,23,6526,2653,122,121,14,4,3331,281
1580000US1714000031191200,1714000031191200,"Census Tract 1912, Cook County (part), Chicago city, Illinois",3853,262,157,85,3,3,0,5,9,3591,1281,36,39,2,0,2079,154
1580000US1714000031191301,1714000031191301,"Census Tract 1913.01, Cook County (part), Chicago city, Illinois",5397,888,266,477,1,123,1,2,18,4509,1779,69,48,19,9,2418,167
1580000US1714000031191302,1714000031191302,"Census Tract 1913.02, Cook County (part), Chicago city, Illinois",5034,676,335,226,4,72,0,10,29,4358,1544,91,45,7,4,2551,116
1580000US1714000031200100,1714000031200100,"Census Tract 2001, Cook County (part), Chicago city, Illinois",4354,1020,739,91,7,153,0,12,18,3334,1604,45,38,4,0,1495,148
1580000US1714000031200200,1714000031200200,"Census Tract 2002, Cook County (part), Chicago city, Illinois",5427,727,457,152,3,70,0,12,33,4700,1866,123,24,10,3,2484,190
1580000US1714000031200300,1714000031200300,"Census Tract 2003, Cook County (part), Chicago city, Illinois",2209,253,168,60,1,11,1,0,12,1956,695,32,17,8,3,1109,92
1580000US1714000031200401,1714000031200401,"Census Tract 2004.01, Cook County (part), Chicago city, Illinois",3603,384,202,140,1,19,0,6,16,3219,1376,62,28,0,0,1657,96
1580000US1714000031200402,1714000031200402,"Census Tract 2004.02, Cook County (part), Chicago city, Illinois",4396,338,136,149,1,23,0,4,25,4058,1406,54,29,3,2,2386,178
1580000US1714000031210100,1714000031210100,"Census Tract 2101, Cook County (part), Chicago city, Illinois",4028,1839,1426,87,6,225,0,10,85,2189,980,19,25,3,2,1017,143
1580000US1714000031210400,1714000031210400,"Census Tract 2104, Cook County (part), Chicago city, Illinois",3035,760,631,49,4,53,0,2,21,2275,1229,26,17,11,0,913,79
1580000US1714000031210501,1714000031210501,"Census Tract 2105.01, Cook County (part), Chicago city, Illinois",3900,1441,1266,83,2,62,0,3,25,2459,1170,25,18,5,0,1093,148
1580000US1714000031210502,1714000031210502,"Census Tract 2105.02, Cook County (part), Chicago city, Illinois",4486,1519,1314,72,4,73,0,9,47,2967,1538,57,53,0,1,1172,146
1580000US1714000031210601,1714000031210601,"Census Tract 2106.01, Cook County (part), Chicago city, Illinois",3104,940,685,87,13,120,0,8,27,2164,1086,16,52,12,1,920,77
1580000US1714000031210602,1714000031210602,"Census Tract 2106.02, Cook County (part), Chicago city, Illinois",4683,1196,878,183,9,68,0,6,52,3487,1847,46,33,5,1,1392,163
1580000US1714000031210700,1714000031210700,"Census Tract 2107, Cook County (part), Chicago city, Illinois",4309,1537,1220,114,8,129,2,15,49,2772,1428,46,35,11,2,1128,122
1580000US1714000031210800,1714000031210800,"Census Tract 2108, Cook County (part), Chicago city, Illinois",1196,340,298,16,2,14,0,0,10,856,339,10,8,0,0,446,53
1580000US1714000031210900,1714000031210900,"Census Tract 2109, Cook County (part), Chicago city, Illinois",3068,1437,1142,112,3,114,0,7,59,1631,736,26,9,6,0,773,81
1580000US1714000031220300,1714000031220300,"Census Tract 2203, Cook County (part), Chicago city, Illinois",2102,1340,1170,79,2,58,0,7,24,762,350,19,11,2,0,332,48
1580000US1714000031220400,1714000031220400,"Census Tract 2204, Cook County (part), Chicago city, Illinois",2495,1596,1390,63,2,81,2,7,51,899,481,23,7,1,0,321,66
1580000US1714000031220500,1714000031220500,"Census Tract 2205, Cook County (part), Chicago city, Illinois",2626,1784,1468,144,1,101,0,8,62,842,406,21,3,6,0,335,71
1580000US1714000031220601,1714000031220601,"Census Tract 2206.01, Cook County (part), Chicago city, Illinois",1766,895,726,99,4,38,0,0,28,871,371,29,1,0,0,413,57
1580000US1714000031220602,1714000031220602,"Census Tract 2206.02, Cook County (part), Chicago city, Illinois",5064,2701,2109,337,20,146,2,15,72,2363,1174,65,18,7,5,948,146
1580000US1714000031220701,1714000031220701,"Census Tract 2207.01, Cook County (part), Chicago city, Illinois",3437,736,577,88,1,30,1,4,35,2701,1174,46,21,0,3,1319,138
1580000US1714000031220702,1714000031220702,"Census Tract 2207.02, Cook County (part), Chicago city, Illinois",4060,1118,794,215,7,52,6,15,29,2942,1283,94,13,4,4,1430,114
1580000US1714000031220901,1714000031220901,"Census Tract 2209.01, Cook County (part), Chicago city, Illinois",3498,685,297,312,8,29,0,16,23,2813,1228,73,24,10,7,1324,147
1580000US1714000031220902,1714000031220902,"Census Tract 2209.02, Cook County (part), Chicago city, Illinois",3371,538,397,92,3,17,0,10,19,2833,1201,59,34,3,0,1366,170
1580000US1714000031221000,1714000031221000,"Census Tract 2210, Cook County (part), Chicago city, Illinois",2923,851,567,226,2,31,0,5,20,2072,782,55,24,14,0,1113,84
1580000US1714000031221100,1714000031221100,"Census Tract 2211, Cook County (part), Chicago city, Illinois",4870,2167,1560,462,5,66,2,5,67,2703,1315,85,19,8,2,1099,175
1580000US1714000031221200,1714000031221200,"Census Tract 2212, Cook County (part), Chicago city, Illinois",2860,1612,1296,181,1,85,1,3,45,1248,552,33,16,1,1,570,75
1580000US1714000031221300,1714000031221300,"Census Tract 2213, Cook County (part), Chicago city, Illinois",3222,1565,1276,140,4,90,4,4,47,1657,734,52,15,6,0,796,54
1580000US1714000031221400,1714000031221400,"Census Tract 2214, Cook County (part), Chicago city, Illinois",3020,1241,1047,60,4,79,1,13,37,1779,808,17,21,4,0,873,56
1580000US1714000031221500,1714000031221500,"Census Tract 2215, Cook County (part), Chicago city, Illinois",2829,1464,1156,174,5,86,4,7,32,1365,671,37,12,9,6,566,64
1580000US1714000031221600,1714000031221600,"Census Tract 2216, Cook County (part), Chicago city, Illinois",2969,2420,2173,67,2,118,0,5,55,549,260,3,3,5,0,247,31
1580000US1714000031222200,1714000031222200,"Census Tract 2222, Cook County (part), Chicago city, Illinois",1912,1634,1445,42,4,109,0,4,30,278,177,5,4,1,0,69,22
1580000US1714000031222500,1714000031222500,"Census Tract 2225, Cook County (part), Chicago city, Illinois",1410,515,373,112,3,18,0,1,8,895,347,16,12,0,0,468,52
1580000US1714000031222600,1714000031222600,"Census Tract 2226, Cook County (part), Chicago city, Illinois",1602,799,558,177,7,22,0,2,33,803,348,22,18,0,0,360,55
1580000US1714000031222700,1714000031222700,"Census Tract 2227, Cook County (part), Chicago city, Illinois",2235,747,418,296,3,12,0,1,17,1488,736,48,9,3,0,618,74
1580000US1714000031222800,1714000031222800,"Census Tract 2228, Cook County (part), Chicago city, Illinois",1074,245,89,128,0,3,0,11,14,829,326,13,15,1,0,435,39
1580000US1714000031222900,1714000031222900,"Census Tract 2229, Cook County (part), Chicago city, Illinois",1244,176,78,79,1,15,0,1,2,1068,426,22,14,0,0,527,79
1580000US1714000031230100,1714000031230100,"Census Tract 2301, Cook County (part), Chicago city, Illinois",1623,585,276,265,1,21,0,0,22,1038,458,20,9,3,1,493,54
1580000US1714000031230200,1714000031230200,"Census Tract 2302, Cook County (part), Chicago city, Illinois",2107,423,157,237,1,11,2,1,14,1684,789,29,17,1,0,785,63
1580000US1714000031230300,1714000031230300,"Census Tract 2303, Cook County (part), Chicago city, Illinois",1024,118,43,62,2,3,0,0,8,906,354,28,2,5,0,485,32
1580000US1714000031230400,1714000031230400,"Census Tract 2304, Cook County (part), Chicago city, Illinois",2609,280,135,104,4,15,1,5,16,2329,1092,60,38,0,0,990,149
1580000US1714000031230500,1714000031230500,"Census Tract 2305, Cook County (part), Chicago city, Illinois",3570,440,81,319,2,23,0,2,13,3130,1186,55,19,3,0,1750,117
1580000US1714000031230600,1714000031230600,"Census Tract 2306, Cook County (part), Chicago city, Illinois",6818,2521,196,2255,4,9,18,7,32,4297,1509,120,72,3,6,2407,180
1580000US1714000031230700,1714000031230700,"Census Tract 2307, Cook County (part), Chicago city, Illinois",6364,1165,218,855,13,34,1,10,34,5199,1823,138,75,19,12,2857,275
1580000US1714000031230800,1714000031230800,"Census Tract 2308, Cook County (part), Chicago city, Illinois",1314,166,85,64,0,10,0,3,4,1148,505,23,13,3,0,536,68
1580000US1714000031230900,1714000031230900,"Census Tract 2309, Cook County (part), Chicago city, Illinois",5399,1759,622,1025,11,33,1,16,51,3640,1453,183,48,17,0,1693,246
1580000US1714000031231100,1714000031231100,"Census Tract 2311, Cook County (part), Chicago city, Illinois",1236,914,18,887,0,1,0,0,8,322,116,34,3,0,0,147,22
1580000US1714000031231200,1714000031231200,"Census Tract 2312, Cook County (part), Chicago city, Illinois",6095,4430,96,4290,6,0,0,6,32,1665,533,98,11,1,6,926,90
1580000US1714000031231500,1714000031231500,"Census Tract 2315, Cook County (part), Chicago city, Illinois",6039,5646,90,5485,5,7,0,5,54,393,105,81,1,3,2,179,22
1580000US1714000031240200,1714000031240200,"Census Tract 2402, Cook County (part), Chicago city, Illinois",1452,1239,1085,34,0,88,0,0,32,213,127,12,0,3,6,55,10
1580000US1714000031240300,1714000031240300,"Census Tract 2403, Cook County (part), Chicago city, Illinois",1317,1174,1055,8,2,68,0,3,38,143,110,0,7,2,0,21,3
1580000US1714000031240500,1714000031240500,"Census Tract 2405, Cook County (part), Chicago city, Illinois",2251,2067,1831,52,0,129,3,7,45,184,106,2,5,0,0,56,15
1580000US1714000031240600,1714000031240600,"Census Tract 2406, Cook County (part), Chicago city, Illinois",1457,729,602,42,4,43,1,0,37,728,425,22,11,2,0,248,20
1580000US1714000031240700,1714000031240700,"Census Tract 2407, Cook County (part), Chicago city, Illinois",1535,614,353,165,2,60,0,1,33,921,433,33,17,1,0,399,38
1580000US1714000031240800,1714000031240800,"Census Tract 2408, Cook County (part), Chicago city, Illinois",1617,519,311,171,4,17,0,0,16,1098,493,47,35,1,8,431,83
1580000US1714000031240900,1714000031240900,"Census Tract 2409, Cook County (part), Chicago city, Illinois",1182,535,250,222,3,44,0,1,15,647,289,23,20,1,0,263,51
1580000US1714000031241000,1714000031241000,"Census Tract 2410, Cook County (part), Chicago city, Illinois",2047,955,389,501,1,20,1,1,42,1092,545,73,18,5,0,399,52
1580000US1714000031241100,1714000031241100,"Census Tract 2411, Cook County (part), Chicago city, Illinois",3682,2262,1430,604,7,123,0,5,93,1420,569,95,34,5,1,603,113
1580000US1714000031241200,1714000031241200,"Census Tract 2412, Cook County (part), Chicago city, Illinois",1696,1297,979,146,2,121,0,6,43,399,235,11,7,1,0,130,15
1580000US1714000031241300,1714000031241300,"Census Tract 2413, Cook County (part), Chicago city, Illinois",1857,1605,1276,202,3,80,0,2,42,252,164,3,1,1,0,69,14
1580000US1714000031241400,1714000031241400,"Census Tract 2414, Cook County (part), Chicago city, Illinois",4595,3964,3337,317,5,209,1,13,82,631,362,22,7,3,0,199,38
1580000US1714000031241500,1714000031241500,"Census Tract 2415, Cook County (part), Chicago city, Illinois",2872,2274,1963,71,3,152,0,10,75,598,287,11,0,0,0,280,20
1580000US1714000031241600,1714000031241600,"Census Tract 2416, Cook County (part), Chicago city, Illinois",3477,2426,2078,110,11,166,0,5,56,1051,388,6,16,2,0,601,38
1580000US1714000031242000,1714000031242000,"Census Tract 2420, Cook County (part), Chicago city, Illinois",4565,3197,2127,830,6,154,0,9,71,1368,532,21,17,3,0,745,50
1580000US1714000031242100,1714000031242100,"Census Tract 2421, Cook County (part), Chicago city, Illinois",3648,2789,2438,66,13,174,6,9,83,859,313,8,16,3,0,488,31
1580000US1714000031242200,1714000031242200,"Census Tract 2422, Cook County (part), Chicago city, Illinois",3590,2827,2524,81,0,164,0,15,43,763,299,9,11,9,0,404,31
1580000US1714000031242300,1714000031242300,"Census Tract 2423, Cook County (part), Chicago city, Illinois",3240,2796,2532,57,6,137,1,11,52,444,270,7,10,3,0,111,43
1580000US1714000031242400,1714000031242400,"Census Tract 2424, Cook County (part), Chicago city, Illinois",2764,2552,2357,38,2,97,0,5,53,212,131,4,1,0,0,63,13
1580000US1714000031242500,1714000031242500,"Census Tract 2425, Cook County (part), Chicago city, Illinois",3438,2170,1909,134,0,78,1,6,42,1268,564,31,10,1,0,574,88
1580000US1714000031242600,1714000031242600,"Census Tract 2426, Cook County (part), Chicago city, Illinois",5831,3166,2411,589,3,80,2,8,73,2665,1108,103,41,14,1,1231,167
1580000US1714000031242700,1714000031242700,"Census Tract 2427, Cook County (part), Chicago city, Illinois",2029,1015,437,540,2,10,1,2,23,1014,389,69,5,6,0,491,54
1580000US1714000031242800,1714000031242800,"Census Tract 2428, Cook County (part), Chicago city, Illinois",1436,1164,1089,29,1,27,1,1,16,272,157,4,0,1,1,102,7
1580000US1714000031242900,1714000031242900,"Census Tract 2429, Cook County (part), Chicago city, Illinois",1670,1234,1142,27,2,32,0,0,31,436,201,1,1,1,0,216,16
1580000US1714000031243000,1714000031243000,"Census Tract 2430, Cook County (part), Chicago city, Illinois",2204,1429,1253,55,1,75,1,1,43,775,336,20,1,2,0,390,26
1580000US1714000031243100,1714000031243100,"Census Tract 2431, Cook County (part), Chicago city, Illinois",2242,1132,979,52,1,63,2,2,33,1110,417,17,15,0,0,637,24
1580000US1714000031243200,1714000031243200,"Census Tract 2432, Cook County (part), Chicago city, Illinois",2170,1293,1099,80,3,72,0,7,32,877,284,6,7,4,0,536,40
