GEO.id,GEO.id2,GEO.display-label,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017
Id,Id2,Geography,Total:,Not Hispanic or Latino:,Not Hispanic or Latino: - White alone,Not Hispanic or Latino: - Black or African American alone,Not Hispanic or Latino: - American Indian and Alaska Native alone,Not Hispanic or Latino: - Asian alone,Not Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino: - Some Other Race alone,Not Hispanic or Latino: - Two or More Races,Hispanic or Latino:,Hispanic or Latino: - White alone,Hispanic or Latino: - Black or African American alone,Hispanic or Latino: - American Indian and Alaska Native alone,Hispanic or Latino: - Asian alone,Hispanic or Latino: - Native Hawaiian and Other Pacific Islander alone,Hispanic or Latino: - Some Other Race alone,Hispanic or Latino: - Two or More Races
1580000US1714000031243300,1714000031243300,"Census Tract 2433, Cook County (part), Chicago city, Illinois",2386,1753,1577,35,15,95,1,2,28,633,254,7,10,0,0,318,44
1580000US1714000031243400,1714000031243400,"Census Tract 2434, Cook County (part), Chicago city, Illinois",3001,1834,1496,194,5,85,0,3,51,1167,353,15,24,5,14,707,49
1580000US1714000031243500,1714000031243500,"Census Tract 2435, Cook County (part), Chicago city, Illinois",2937,2670,1990,390,6,201,3,12,68,267,147,7,3,3,0,93,14
1580000US1714000031250200,1714000031250200,"Census Tract 2502, Cook County (part), Chicago city, Illinois",2669,1697,96,1552,7,22,2,8,10,972,433,66,7,7,0,402,57
1580000US1714000031250300,1714000031250300,"Census Tract 2503, Cook County (part), Chicago city, Illinois",4725,3701,82,3516,16,47,0,8,32,1024,430,54,4,3,0,504,29
1580000US1714000031250400,1714000031250400,"Census Tract 2504, Cook County (part), Chicago city, Illinois",5887,5108,104,4934,11,9,5,0,45,779,249,53,41,0,6,402,28
1580000US1714000031250500,1714000031250500,"Census Tract 2505, Cook County (part), Chicago city, Illinois",7538,5660,2951,2322,3,241,1,14,128,1878,884,39,24,13,0,782,136
1580000US1714000031250600,1714000031250600,"Census Tract 2506, Cook County (part), Chicago city, Illinois",4422,4085,53,3963,5,25,0,0,39,337,77,36,1,3,0,199,21
1580000US1714000031250700,1714000031250700,"Census Tract 2507, Cook County (part), Chicago city, Illinois",6098,5750,41,5656,4,13,0,7,29,348,156,63,0,0,0,107,22
1580000US1714000031250800,1714000031250800,"Census Tract 2508, Cook County (part), Chicago city, Illinois",2488,2095,14,2040,3,21,0,0,17,393,96,24,5,0,1,244,23
1580000US1714000031251000,1714000031251000,"Census Tract 2510, Cook County (part), Chicago city, Illinois",1181,1081,13,1061,2,0,0,0,5,100,15,11,9,0,0,63,2
1580000US1714000031251100,1714000031251100,"Census Tract 2511, Cook County (part), Chicago city, Illinois",4302,4087,25,4007,18,9,0,2,26,215,57,31,2,0,0,101,24
1580000US1714000031251200,1714000031251200,"Census Tract 2512, Cook County (part), Chicago city, Illinois",4196,3920,33,3855,2,1,0,3,26,276,87,37,0,0,0,149,3
1580000US1714000031251300,1714000031251300,"Census Tract 2513, Cook County (part), Chicago city, Illinois",4921,4669,53,4562,8,4,0,2,40,252,61,39,3,1,0,106,42
1580000US1714000031251400,1714000031251400,"Census Tract 2514, Cook County (part), Chicago city, Illinois",3983,3843,163,3616,3,9,0,6,46,140,42,25,2,1,1,48,21
1580000US1714000031251500,1714000031251500,"Census Tract 2515, Cook County (part), Chicago city, Illinois",4784,4677,70,4534,4,19,0,6,44,107,27,25,1,0,0,34,20
1580000US1714000031251600,1714000031251600,"Census Tract 2516, Cook County (part), Chicago city, Illinois",3649,3514,26,3458,9,1,0,0,20,135,27,43,2,0,0,56,7
1580000US1714000031251700,1714000031251700,"Census Tract 2517, Cook County (part), Chicago city, Illinois",1495,1350,14,1329,0,0,0,0,7,145,42,15,2,3,0,79,4
1580000US1714000031251800,1714000031251800,"Census Tract 2518, Cook County (part), Chicago city, Illinois",5112,5021,15,4967,8,0,1,1,29,91,10,31,5,0,0,20,25
1580000US1714000031251900,1714000031251900,"Census Tract 2519, Cook County (part), Chicago city, Illinois",5731,5594,76,5463,8,2,1,2,42,137,28,44,1,6,0,51,7
1580000US1714000031252000,1714000031252000,"Census Tract 2520, Cook County (part), Chicago city, Illinois",5719,5616,84,5474,8,7,2,0,41,103,18,35,1,0,0,41,8
1580000US1714000031252101,1714000031252101,"Census Tract 2521.01, Cook County (part), Chicago city, Illinois",1370,1350,26,1296,0,4,0,0,24,20,3,10,0,0,0,5,2
1580000US1714000031252102,1714000031252102,"Census Tract 2521.02, Cook County (part), Chicago city, Illinois",6438,6396,27,6273,23,1,1,2,69,42,2,21,1,0,0,11,7
1580000US1714000031252201,1714000031252201,"Census Tract 2522.01, Cook County (part), Chicago city, Illinois",2953,2916,56,2847,8,0,0,0,5,37,15,6,0,1,0,9,6
1580000US1714000031252202,1714000031252202,"Census Tract 2522.02, Cook County (part), Chicago city, Illinois",4609,4548,25,4482,1,6,0,0,34,61,6,27,0,0,0,26,2
1580000US1714000031260100,1714000031260100,"Census Tract 2601, Cook County (part), Chicago city, Illinois",1248,1199,17,1169,5,0,0,1,7,49,4,12,0,1,0,26,6
1580000US1714000031260200,1714000031260200,"Census Tract 2602, Cook County (part), Chicago city, Illinois",1136,1110,17,1080,0,0,0,0,13,26,5,9,4,0,0,7,1
1580000US1714000031260300,1714000031260300,"Census Tract 2603, Cook County (part), Chicago city, Illinois",1564,1527,5,1504,5,0,0,0,13,37,9,17,0,0,0,7,4
1580000US1714000031260400,1714000031260400,"Census Tract 2604, Cook County (part), Chicago city, Illinois",1271,1220,2,1196,0,0,0,0,22,51,6,23,0,0,0,22,0
1580000US1714000031260500,1714000031260500,"Census Tract 2605, Cook County (part), Chicago city, Illinois",1934,1922,10,1896,1,0,0,0,15,12,1,1,0,0,0,5,5
1580000US1714000031260600,1714000031260600,"Census Tract 2606, Cook County (part), Chicago city, Illinois",2478,2440,21,2381,0,1,0,0,37,38,5,14,0,0,0,17,2
1580000US1714000031260700,1714000031260700,"Census Tract 2607, Cook County (part), Chicago city, Illinois",2032,2011,15,1967,3,1,0,7,18,21,1,15,0,0,0,1,4
1580000US1714000031260800,1714000031260800,"Census Tract 2608, Cook County (part), Chicago city, Illinois",2539,2479,30,2409,5,3,0,2,30,60,26,18,2,2,0,9,3
1580000US1714000031260900,1714000031260900,"Census Tract 2609, Cook County (part), Chicago city, Illinois",1480,1452,13,1434,1,0,0,0,4,28,7,12,4,0,0,3,2
1580000US1714000031261000,1714000031261000,"Census Tract 2610, Cook County (part), Chicago city, Illinois",2319,2293,3,2279,2,3,1,0,5,26,5,12,0,0,0,4,5
1580000US1714000031270500,1714000031270500,"Census Tract 2705, Cook County (part), Chicago city, Illinois",1689,1648,5,1625,2,1,0,0,15,41,16,13,4,0,0,6,2
1580000US1714000031271200,1714000031271200,"Census Tract 2712, Cook County (part), Chicago city, Illinois",1170,1139,36,1091,0,2,0,0,10,31,4,16,0,0,0,7,4
1580000US1714000031271300,1714000031271300,"Census Tract 2713, Cook County (part), Chicago city, Illinois",1045,1023,9,1003,4,0,0,1,6,22,4,10,0,0,0,4,4
1580000US1714000031271400,1714000031271400,"Census Tract 2714, Cook County (part), Chicago city, Illinois",1527,1500,38,1438,4,5,1,1,13,27,4,13,3,0,0,7,0
1580000US1714000031271500,1714000031271500,"Census Tract 2715, Cook County (part), Chicago city, Illinois",1397,1369,14,1339,0,1,0,2,13,28,7,6,1,0,0,5,9
1580000US1714000031271800,1714000031271800,"Census Tract 2718, Cook County (part), Chicago city, Illinois",970,953,13,929,0,0,0,0,11,17,6,4,0,0,0,7,0
1580000US1714000031280100,1714000031280100,"Census Tract 2801, Cook County (part), Chicago city, Illinois",4872,4617,3567,218,5,728,0,4,95,255,178,7,3,0,0,57,10
1580000US1714000031280400,1714000031280400,"Census Tract 2804, Cook County (part), Chicago city, Illinois",1366,1299,97,1150,5,30,0,0,17,67,23,13,2,0,2,25,2
1580000US1714000031280800,1714000031280800,"Census Tract 2808, Cook County (part), Chicago city, Illinois",755,729,23,702,1,1,0,0,2,26,6,7,0,0,0,13,0
1580000US1714000031280900,1714000031280900,"Census Tract 2809, Cook County (part), Chicago city, Illinois",942,910,36,837,2,23,0,1,11,32,21,2,0,0,0,6,3
1580000US1714000031281900,1714000031281900,"Census Tract 2819, Cook County (part), Chicago city, Illinois",4844,4557,2515,378,11,1450,3,46,154,287,176,19,5,1,1,63,22
1580000US1714000031282700,1714000031282700,"Census Tract 2827, Cook County (part), Chicago city, Illinois",2349,1733,437,1048,1,197,0,4,46,616,195,9,9,7,0,368,28
1580000US1714000031282800,1714000031282800,"Census Tract 2828, Cook County (part), Chicago city, Illinois",1691,1092,552,309,3,198,0,7,23,599,306,15,6,2,0,251,19
1580000US1714000031283100,1714000031283100,"Census Tract 2831, Cook County (part), Chicago city, Illinois",2703,2527,879,915,1,673,1,8,50,176,94,7,6,2,1,60,6
1580000US1714000031283200,1714000031283200,"Census Tract 2832, Cook County (part), Chicago city, Illinois",1664,1534,669,607,5,196,0,2,55,130,75,8,1,4,0,31,11
1580000US1714000031283800,1714000031283800,"Census Tract 2838, Cook County (part), Chicago city, Illinois",3688,3338,1047,1834,2,345,3,5,102,350,175,20,3,6,5,107,34
1580000US1714000031290900,1714000031290900,"Census Tract 2909, Cook County (part), Chicago city, Illinois",4530,4403,32,4323,7,0,0,2,39,127,53,17,0,0,0,43,14
1580000US1714000031291200,1714000031291200,"Census Tract 2912, Cook County (part), Chicago city, Illinois",2240,2200,4,2185,0,4,0,0,7,40,22,5,1,0,0,10,2
1580000US1714000031291600,1714000031291600,"Census Tract 2916, Cook County (part), Chicago city, Illinois",1055,318,64,227,5,17,0,0,5,737,263,35,7,4,0,393,35
1580000US1714000031292200,1714000031292200,"Census Tract 2922, Cook County (part), Chicago city, Illinois",2961,2874,47,2780,2,6,0,10,29,87,20,10,0,0,0,53,4
1580000US1714000031292400,1714000031292400,"Census Tract 2924, Cook County (part), Chicago city, Illinois",2268,2217,23,2178,1,3,0,0,12,51,17,8,0,0,0,18,8
1580000US1714000031292500,1714000031292500,"Census Tract 2925, Cook County (part), Chicago city, Illinois",4140,4040,23,3961,8,3,1,6,38,100,14,23,0,0,3,44,16
1580000US1714000031300500,1714000031300500,"Census Tract 3005, Cook County (part), Chicago city, Illinois",3257,442,74,349,3,6,0,5,5,2815,1129,9,32,4,0,1554,87
1580000US1714000031300600,1714000031300600,"Census Tract 3006, Cook County (part), Chicago city, Illinois",3212,727,119,587,7,7,0,3,4,2485,1096,25,42,7,0,1204,111
1580000US1714000031300700,1714000031300700,"Census Tract 3007, Cook County (part), Chicago city, Illinois",5194,264,93,145,8,4,0,5,9,4930,1783,30,43,3,0,2799,272
1580000US1714000031300800,1714000031300800,"Census Tract 3008, Cook County (part), Chicago city, Illinois",4610,194,55,99,1,4,0,24,11,4416,1701,18,58,0,0,2519,120
1580000US1714000031300900,1714000031300900,"Census Tract 3009, Cook County (part), Chicago city, Illinois",5050,174,81,83,6,2,0,1,1,4876,2072,16,65,0,0,2548,175
1580000US1714000031301100,1714000031301100,"Census Tract 3011, Cook County (part), Chicago city, Illinois",2617,248,117,120,0,3,1,1,6,2369,1048,4,31,6,0,1210,70
1580000US1714000031301200,1714000031301200,"Census Tract 3012, Cook County (part), Chicago city, Illinois",4012,370,122,215,9,4,0,6,14,3642,1569,21,25,0,0,1905,122
1580000US1714000031301600,1714000031301600,"Census Tract 3016, Cook County (part), Chicago city, Illinois",4654,97,71,11,2,0,0,9,4,4557,2070,31,97,0,0,2210,149
1580000US1714000031301701,1714000031301701,"Census Tract 3017.01, Cook County (part), Chicago city, Illinois",4381,58,31,14,0,5,0,7,1,4323,2168,22,50,2,0,1946,135
1580000US1714000031301702,1714000031301702,"Census Tract 3017.02, Cook County (part), Chicago city, Illinois",4045,109,94,4,1,1,0,8,1,3936,2019,11,85,6,3,1700,112
1580000US1714000031301801,1714000031301801,"Census Tract 3018.01, Cook County (part), Chicago city, Illinois",4005,118,86,23,1,3,0,3,2,3887,1703,30,54,9,0,2006,85
1580000US1714000031301802,1714000031301802,"Census Tract 3018.02, Cook County (part), Chicago city, Illinois",3518,115,56,52,0,4,0,2,1,3403,1493,24,51,9,0,1715,111
1580000US1714000031301803,1714000031301803,"Census Tract 3018.03, Cook County (part), Chicago city, Illinois",5357,121,92,14,2,0,0,8,5,5236,2561,26,51,8,1,2462,127
1580000US1714000031310200,1714000031310200,"Census Tract 3102, Cook County (part), Chicago city, Illinois",1336,542,399,76,4,38,0,3,22,794,383,12,17,1,0,350,31
1580000US1714000031310300,1714000031310300,"Census Tract 3103, Cook County (part), Chicago city, Illinois",1697,550,415,67,2,42,0,2,22,1147,415,2,28,17,3,615,67
1580000US1714000031310400,1714000031310400,"Census Tract 3104, Cook County (part), Chicago city, Illinois",1332,341,230,65,4,30,0,0,12,991,438,9,22,1,0,462,59
1580000US1714000031310500,1714000031310500,"Census Tract 3105, Cook County (part), Chicago city, Illinois",1700,202,148,37,1,7,0,0,9,1498,564,9,24,1,0,845,55
1580000US1714000031310600,1714000031310600,"Census Tract 3106, Cook County (part), Chicago city, Illinois",5868,1278,787,336,7,78,2,19,49,4590,1908,68,58,9,0,2399,148
1580000US1714000031310700,1714000031310700,"Census Tract 3107, Cook County (part), Chicago city, Illinois",1692,257,207,20,2,16,0,2,10,1435,598,6,34,0,3,738,56
1580000US1714000031310800,1714000031310800,"Census Tract 3108, Cook County (part), Chicago city, Illinois",4516,538,402,72,6,24,0,5,29,3978,1616,35,78,2,0,2118,129
1580000US1714000031310900,1714000031310900,"Census Tract 3109, Cook County (part), Chicago city, Illinois",5123,655,494,80,7,41,0,2,31,4468,1706,25,64,4,0,2529,140
1580000US1714000031320100,1714000031320100,"Census Tract 3201, Cook County (part), Chicago city, Illinois",10848,10121,6961,760,20,2066,5,42,267,727,534,20,8,6,0,121,38
1580000US1714000031320400,1714000031320400,"Census Tract 3204, Cook County (part), Chicago city, Illinois",2518,2316,1669,430,7,144,2,5,59,202,108,14,4,0,0,56,20
1580000US1714000031320600,1714000031320600,"Census Tract 3206 (part), Cook County (part), Chicago city, Illinois",4256,4004,2492,682,3,693,1,6,127,252,141,14,1,4,0,72,20
1580000US1714000031330100,1714000031330100,"Census Tract 3301, Cook County (part), Chicago city, Illinois",16735,15720,8520,4339,16,2405,3,51,386,1015,590,67,7,15,4,250,82
1580000US1714000031330200,1714000031330200,"Census Tract 3302, Cook County (part), Chicago city, Illinois",3806,3658,1570,1246,2,744,0,7,89,148,82,6,0,5,0,39,16
1580000US1714000031340300,1714000031340300,"Census Tract 3403, Cook County (part), Chicago city, Illinois",1786,1700,338,18,0,1333,0,0,11,86,40,0,1,10,0,24,11
1580000US1714000031340400,1714000031340400,"Census Tract 3404, Cook County (part), Chicago city, Illinois",1900,1807,284,33,3,1466,0,0,21,93,46,0,3,0,0,41,3
1580000US1714000031340500,1714000031340500,"Census Tract 3405, Cook County (part), Chicago city, Illinois",1544,1398,685,211,1,484,0,0,17,146,88,1,8,2,0,38,9
1580000US1714000031340600,1714000031340600,"Census Tract 3406, Cook County (part), Chicago city, Illinois",907,906,1,899,0,0,0,0,6,1,0,0,0,0,0,1,0
1580000US1714000031350100,1714000031350100,"Census Tract 3501, Cook County (part), Chicago city, Illinois",2144,2098,140,1156,1,750,0,1,50,46,18,8,0,2,0,11,7
1580000US1714000031350400,1714000031350400,"Census Tract 3504, Cook County (part), Chicago city, Illinois",389,377,0,373,0,0,0,0,4,12,0,4,8,0,0,0,0
1580000US1714000031351000,1714000031351000,"Census Tract 3510, Cook County (part), Chicago city, Illinois",3267,3212,137,2391,2,590,0,9,83,55,9,21,1,0,0,17,7
1580000US1714000031351100,1714000031351100,"Census Tract 3511, Cook County (part), Chicago city, Illinois",1960,1933,16,1884,3,5,0,5,20,27,3,14,1,0,0,4,5
1580000US1714000031351400,1714000031351400,"Census Tract 3514, Cook County (part), Chicago city, Illinois",1437,1416,29,1356,13,2,0,0,16,21,4,7,0,0,0,8,2
1580000US1714000031351500,1714000031351500,"Census Tract 3515, Cook County (part), Chicago city, Illinois",255,252,33,197,1,20,0,0,1,3,3,0,0,0,0,0,0
1580000US1714000031360200,1714000031360200,"Census Tract 3602, Cook County (part), Chicago city, Illinois",1443,1420,8,1390,1,3,2,2,14,23,5,6,2,0,0,8,2
1580000US1714000031380100,1714000031380100,"Census Tract 3801, Cook County (part), Chicago city, Illinois",1924,1869,55,1763,2,5,0,0,44,55,9,24,0,0,0,12,10
1580000US1714000031380200,1714000031380200,"Census Tract 3802, Cook County (part), Chicago city, Illinois",1680,1664,20,1591,9,3,0,3,38,16,2,5,0,0,0,8,1
1580000US1714000031380500,1714000031380500,"Census Tract 3805, Cook County (part), Chicago city, Illinois",752,739,0,723,2,0,0,0,14,13,3,10,0,0,0,0,0
1580000US1714000031380700,1714000031380700,"Census Tract 3807, Cook County (part), Chicago city, Illinois",1243,1215,23,1165,0,2,0,1,24,28,6,12,0,1,0,5,4
1580000US1714000031381200,1714000031381200,"Census Tract 3812, Cook County (part), Chicago city, Illinois",2167,2130,17,2053,0,6,2,2,50,37,6,18,1,0,0,6,6
1580000US1714000031381400,1714000031381400,"Census Tract 3814, Cook County (part), Chicago city, Illinois",1612,1604,9,1574,2,0,0,4,15,8,2,4,0,0,0,1,1
1580000US1714000031381500,1714000031381500,"Census Tract 3815, Cook County (part), Chicago city, Illinois",237,223,2,217,0,0,0,0,4,14,6,3,0,0,0,3,2
1580000US1714000031381700,1714000031381700,"Census Tract 3817, Cook County (part), Chicago city, Illinois",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1580000US1714000031381800,1714000031381800,"Census Tract 3818, Cook County (part), Chicago city, Illinois",1188,1151,26,1097,2,2,0,1,23,37,7,14,1,0,0,13,2
1580000US1714000031381900,1714000031381900,"Census Tract 3819, Cook County (part), Chicago city, Illinois",1295,1269,55,1191,1,7,0,1,14,26,7,6,0,0,0,9,4
1580000US1714000031390100,1714000031390100,"Census Tract 3901, Cook County (part), Chicago city, Illinois",1268,1239,44,1151,0,12,2,7,23,29,7,7,1,1,0,5,8
1580000US1714000031390200,1714000031390200,"Census Tract 3902, Cook County (part), Chicago city, Illinois",1840,1771,130,1534,2,57,0,8,40,69,19,21,1,0,0,20,8
1580000US1714000031390300,1714000031390300,"Census Tract 3903, Cook County (part), Chicago city, Illinois",2743,2703,71,2561,2,15,0,3,51,40,6,20,4,0,0,6,4
1580000US1714000031390400,1714000031390400,"Census Tract 3904, Cook County (part), Chicago city, Illinois",2934,2879,140,2631,4,21,0,6,77,55,19,23,0,1,0,7,5
1580000US1714000031390500,1714000031390500,"Census Tract 3905, Cook County (part), Chicago city, Illinois",1598,1549,355,1086,2,60,0,1,45,49,11,15,0,0,0,18,5
1580000US1714000031390600,1714000031390600,"Census Tract 3906, Cook County (part), Chicago city, Illinois",1866,1807,843,766,1,113,0,12,72,59,26,8,1,0,0,14,10
1580000US1714000031390700,1714000031390700,"Census Tract 3907 (part), Cook County (part), Chicago city, Illinois",5592,5351,1359,3092,6,695,2,23,174,241,121,48,3,0,0,46,23
1580000US1714000031400300,1714000031400300,"Census Tract 4003, Cook County (part), Chicago city, Illinois",1567,1547,8,1522,0,2,0,1,14,20,1,18,0,0,0,1,0
1580000US1714000031400400,1714000031400400,"Census Tract 4004, Cook County (part), Chicago city, Illinois",1955,1938,10,1898,2,2,0,0,26,17,1,13,0,0,0,3,0
1580000US1714000031400500,1714000031400500,"Census Tract 4005, Cook County (part), Chicago city, Illinois",2258,2233,12,2194,1,2,0,0,24,25,0,8,1,0,0,13,3
1580000US1714000031400800,1714000031400800,"Census Tract 4008, Cook County (part), Chicago city, Illinois",2701,2692,8,2644,7,2,0,1,30,9,1,7,0,0,0,0,1
1580000US1714000031410100,1714000031410100,"Census Tract 4101 (part), Cook County (part), Chicago city, Illinois",1802,1652,499,948,6,141,0,9,49,150,45,18,0,4,0,71,12
1580000US1714000031410200,1714000031410200,"Census Tract 4102, Cook County (part), Chicago city, Illinois",1443,1323,679,318,0,268,0,8,50,120,83,3,0,0,0,22,12
1580000US1714000031410500,1714000031410500,"Census Tract 4105, Cook County (part), Chicago city, Illinois",2557,2433,782,1369,5,190,0,5,82,124,57,15,0,5,0,33,14
1580000US1714000031410600,1714000031410600,"Census Tract 4106, Cook County (part), Chicago city, Illinois",2327,2219,1164,625,4,318,0,6,102,108,67,10,1,3,0,17,10
1580000US1714000031410700,1714000031410700,"Census Tract 4107, Cook County (part), Chicago city, Illinois",2154,1982,1161,436,2,276,0,13,94,172,100,8,3,2,0,45,14
1580000US1714000031410800,1714000031410800,"Census Tract 4108, Cook County (part), Chicago city, Illinois",2662,2481,995,945,13,414,0,13,101,181,89,4,1,2,0,66,19
1580000US1714000031410900,1714000031410900,"Census Tract 4109 (part), Cook County (part), Chicago city, Illinois",2838,2626,1272,1033,3,212,1,5,100,212,97,25,7,0,0,52,31
1580000US1714000031411000,1714000031411000,"Census Tract 4110 (part), Cook County (part), Chicago city, Illinois",3309,3096,1635,997,1,346,1,9,107,213,128,15,5,3,0,43,19
1580000US1714000031411100,1714000031411100,"Census Tract 4111, Cook County (part), Chicago city, Illinois",2132,2020,1448,114,0,373,0,12,73,112,83,3,3,0,0,13,10
1580000US1714000031411200,1714000031411200,"Census Tract 4112, Cook County (part), Chicago city, Illinois",1640,1581,1105,117,2,283,0,5,69,59,37,0,4,1,0,8,9
1580000US1714000031420100,1714000031420100,"Census Tract 4201 (part), Cook County (part), Chicago city, Illinois",1441,1428,34,1371,1,0,0,5,17,13,4,6,0,0,0,3,0
1580000US1714000031420200,1714000031420200,"Census Tract 4202, Cook County (part), Chicago city, Illinois",1723,1681,275,1275,4,84,0,4,39,42,17,11,1,1,0,9,3
1580000US1714000031420300,1714000031420300,"Census Tract 4203, Cook County (part), Chicago city, Illinois",2488,2319,775,1160,3,302,0,3,76,169,90,19,0,2,0,40,18
1580000US1714000031420400,1714000031420400,"Census Tract 4204, Cook County (part), Chicago city, Illinois",1329,1291,243,906,4,104,0,2,32,38,22,7,1,1,0,4,3
1580000US1714000031420500,1714000031420500,"Census Tract 4205, Cook County (part), Chicago city, Illinois",2624,2592,25,2521,0,6,0,2,38,32,7,21,0,0,0,4,0
1580000US1714000031420600,1714000031420600,"Census Tract 4206, Cook County (part), Chicago city, Illinois",2219,2200,22,2140,2,4,0,0,32,19,0,12,0,0,0,1,6
1580000US1714000031420700,1714000031420700,"Census Tract 4207, Cook County (part), Chicago city, Illinois",3261,3223,12,3186,4,1,0,2,18,38,6,19,0,0,0,5,8
1580000US1714000031420800,1714000031420800,"Census Tract 4208, Cook County (part), Chicago city, Illinois",2213,2187,40,2115,0,4,0,0,28,26,11,6,0,0,0,2,7
1580000US1714000031421200,1714000031421200,"Census Tract 4212, Cook County (part), Chicago city, Illinois",1380,1365,3,1351,2,0,0,0,9,15,0,9,0,0,0,6,0
1580000US1714000031430101,1714000031430101,"Census Tract 4301.01, Cook County (part), Chicago city, Illinois",3689,3660,35,3574,2,7,1,9,32,29,1,17,0,1,0,2,8
1580000US1714000031430102,1714000031430102,"Census Tract 4301.02 (part), Cook County (part), Chicago city, Illinois",2963,2913,41,2801,10,8,0,8,45,50,8,26,0,1,0,12,3
1580000US1714000031430200,1714000031430200,"Census Tract 4302, Cook County (part), Chicago city, Illinois",4680,4584,92,4384,5,5,0,6,92,96,11,38,2,0,0,24,21
1580000US1714000031430300,1714000031430300,"Census Tract 4303, Cook County (part), Chicago city, Illinois",2336,2290,14,2192,7,10,0,1,66,46,6,26,0,0,0,4,10
1580000US1714000031430400,1714000031430400,"Census Tract 4304, Cook County (part), Chicago city, Illinois",2892,2850,21,2778,0,1,0,3,47,42,7,10,1,0,0,13,11
1580000US1714000031430500,1714000031430500,"Census Tract 4305, Cook County (part), Chicago city, Illinois",3604,3554,20,3483,3,2,1,1,44,50,7,31,0,0,0,6,6
1580000US1714000031430600,1714000031430600,"Census Tract 4306, Cook County (part), Chicago city, Illinois",1665,1639,38,1573,1,3,0,2,22,26,1,15,0,0,0,0,10
1580000US1714000031430700,1714000031430700,"Census Tract 4307 (part), Cook County (part), Chicago city, Illinois",2210,2139,81,1997,7,11,0,7,36,71,12,32,0,0,0,16,11
1580000US1714000031430800,1714000031430800,"Census Tract 4308, Cook County (part), Chicago city, Illinois",1763,1732,18,1693,0,2,0,0,19,31,1,22,0,0,0,7,1
1580000US1714000031430900,1714000031430900,"Census Tract 4309, Cook County (part), Chicago city, Illinois",1814,1781,4,1734,12,0,0,13,18,33,5,13,0,0,0,6,9
1580000US1714000031431200,1714000031431200,"Census Tract 4312, Cook County (part), Chicago city, Illinois",3078,3017,28,2932,4,2,0,8,43,61,5,46,0,0,0,7,3
1580000US1714000031431301,1714000031431301,"Census Tract 4313.01, Cook County (part), Chicago city, Illinois",3545,3476,38,3345,20,2,1,8,62,69,17,18,0,0,0,10,24
1580000US1714000031431302,1714000031431302,"Census Tract 4313.02, Cook County (part), Chicago city, Illinois",4166,4106,45,4025,2,0,0,2,32,60,9,23,0,0,0,20,8
1580000US1714000031431400,1714000031431400,"Census Tract 4314 (part), Cook County (part), Chicago city, Illinois",6418,6321,145,6015,33,32,0,4,92,97,19,35,0,0,0,27,16
1580000US1714000031440101,1714000031440101,"Census Tract 4401.01, Cook County (part), Chicago city, Illinois",3746,3700,11,3642,3,0,1,5,38,46,10,15,1,0,0,20,0
1580000US1714000031440102,1714000031440102,"Census Tract 4401.02, Cook County (part), Chicago city, Illinois",3127,3101,4,3055,12,1,0,1,28,26,7,15,1,0,0,1,2
1580000US1714000031440201,1714000031440201,"Census Tract 4402.01, Cook County (part), Chicago city, Illinois",5060,5004,9,4931,14,4,1,6,39,56,4,33,0,0,0,13,6
1580000US1714000031440202,1714000031440202,"Census Tract 4402.02, Cook County (part), Chicago city, Illinois",2999,2976,9,2909,7,4,0,1,46,23,3,14,0,0,0,2,4
1580000US1714000031440300,1714000031440300,"Census Tract 4403, Cook County (part), Chicago city, Illinois",4757,4705,27,4601,5,5,0,6,61,52,5,38,2,0,0,4,3
1580000US1714000031440600,1714000031440600,"Census Tract 4406, Cook County (part), Chicago city, Illinois",2080,2056,7,2026,0,4,0,2,17,24,0,18,2,0,0,4,0
1580000US1714000031440700,1714000031440700,"Census Tract 4407, Cook County (part), Chicago city, Illinois",1545,1538,9,1515,0,0,0,2,12,7,1,3,0,0,0,0,3
1580000US1714000031440800,1714000031440800,"Census Tract 4408, Cook County (part), Chicago city, Illinois",1800,1781,7,1755,5,0,0,1,13,19,1,10,0,0,0,2,6
1580000US1714000031440900,1714000031440900,"Census Tract 4409, Cook County (part), Chicago city, Illinois",2610,2592,7,2535,17,1,0,0,32,18,0,13,0,0,0,1,4
1580000US1714000031450300,1714000031450300,"Census Tract 4503, Cook County (part), Chicago city, Illinois",3615,3559,18,3476,3,4,0,3,55,56,7,19,4,0,0,17,9
1580000US1714000031460100,1714000031460100,"Census Tract 4601, Cook County (part), Chicago city, Illinois",3405,2732,129,2522,6,12,0,4,59,673,229,38,1,1,0,359,45
1580000US1714000031460200,1714000031460200,"Census Tract 4602, Cook County (part), Chicago city, Illinois",2385,1201,107,1065,2,2,0,4,21,1184,489,63,22,5,0,561,44
1580000US1714000031460301,1714000031460301,"Census Tract 4603.01, Cook County (part), Chicago city, Illinois",3404,2438,74,2288,6,8,8,8,46,966,383,14,4,5,0,520,40
1580000US1714000031460302,1714000031460302,"Census Tract 4603.02, Cook County (part), Chicago city, Illinois",3803,3536,45,3441,6,0,0,7,37,267,85,23,0,0,0,141,18
1580000US1714000031460400,1714000031460400,"Census Tract 4604, Cook County (part), Chicago city, Illinois",3705,3621,33,3523,10,1,0,16,38,84,24,28,3,0,0,26,3
